Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
HR,Male,27,Developer,2021-11-25 08:03:05.556036,2,Bachelor,2,6000.0,57,12,4,8,0,16,22,1,2.17
HR,Male,29,Consultant,2020-09-14 08:03:05.556036,3,High School,2,6600.0,48,46,21,0,75,9,47,0,3.96
HR,Female,46,Technician,2021-03-13 08:03:05.556036,3,High School,5,5250.0,59,4,13,7,100,4,29,0,2.4
HR,Female,26,Analyst,2018-12-15 08:03:05.556036,5,Bachelor,2,4800.0,34,12,6,14,50,15,56,0,2.21
HR,Male,34,Manager,2015-08-18 08:03:05.556036,9,Bachelor,5,9000.0,57,23,25,8,75,14,13,1,1.1
HR,Male,33,Analyst,2018-05-12 08:03:05.556036,6,Bachelor,4,5600.0,33,16,28,1,50,11,25,2,1.99
HR,Other,27,Developer,2020-07-24 08:03:05.556036,4,Master,3,6500.0,59,42,7,10,75,1,69,2,1.28
HR,Male,40,Specialist,2017-07-28 08:03:05.556036,7,Bachelor,4,6300.0,58,0,10,3,0,16,49,0,3.24
HR,Female,48,Analyst,2023-10-12 08:03:05.556036,0,Bachelor,1,4400.0,43,41,16,8,0,2,37,1,2.55
HR,Male,51,Consultant,2023-09-07 08:03:05.556036,0,Bachelor,5,8250.0,56,39,1,4,75,19,39,0,4.88
HR,Male,27,Analyst,2015-12-04 08:03:05.556036,8,High School,5,6000.0,31,27,7,8,100,7,81,2,4.24
HR,Female,39,Technician,2018-01-02 08:03:05.556036,6,Bachelor,4,4900.0,59,30,10,8,0,12,59,1,2.18
HR,Female,52,Technician,2023-01-09 08:03:05.556036,1,Master,4,4900.0,57,14,26,1,25,12,66,1,4.82
HR,Female,26,Technician,2024-07-21 08:03:05.556036,0,High School,2,4200.0,47,40,9,9,75,19,31,1,4.82
HR,Male,42,Manager,2023-02-10 08:03:05.556036,1,Master,4,8400.0,38,34,25,13,0,10,81,0,2.82
HR,Female,60,Manager,2016-07-15 08:03:05.556036,8,Bachelor,5,9000.0,40,37,4,6,75,1,74,2,1.65
HR,Male,48,Technician,2016-09-10 08:03:05.556036,7,Bachelor,1,3850.0,44,23,28,7,25,17,32,1,2.22
HR,Female,59,Specialist,2016-05-04 08:03:05.556036,8,High School,2,5400.0,31,30,6,4,25,2,0,2,4.49
HR,Male,59,Manager,2020-04-27 08:03:05.556036,4,High School,1,6600.0,41,35,0,8,50,7,86,0,4.48
HR,Female,49,Analyst,2020-11-24 08:03:05.556036,3,Bachelor,2,4800.0,46,5,12,11,100,13,68,1,2.64
HR,Male,58,Engineer,2015-07-07 08:03:05.556036,9,High School,5,9000.0,56,9,21,14,75,12,89,1,3.36
HR,Male,34,Analyst,2020-07-07 08:03:05.556036,4,High School,5,6000.0,34,26,15,9,25,9,68,0,1.52
HR,Male,29,Developer,2016-06-23 08:03:05.556036,8,High School,5,7500.0,51,39,26,13,100,19,34,2,2.77
HR,Female,29,Developer,2019-03-09 08:03:05.556036,5,Bachelor,2,6000.0,43,20,22,13,0,5,8,0,4.33
HR,Female,31,Consultant,2020-08-21 08:03:05.556036,4,High School,3,7150.0,60,32,26,8,0,11,37,0,3.02
HR,Male,42,Specialist,2022-12-26 08:03:05.556036,1,Master,1,4950.0,57,44,25,6,0,7,43,2,1.47
HR,Other,40,Manager,2018-06-24 08:03:05.556036,6,High School,1,6600.0,44,25,22,6,50,14,80,1,3.01
HR,Female,45,Analyst,2018-09-29 08:03:05.556036,5,Bachelor,1,4400.0,48,18,16,12,25,1,84,1,4.87
HR,Female,44,Technician,2014-09-20 08:03:05.556036,9,Bachelor,4,4900.0,46,35,6,14,75,7,24,1,3.52
HR,Female,50,Technician,2017-10-19 08:03:05.556036,6,Bachelor,1,3850.0,60,33,25,10,50,14,65,2,1.5
HR,Female,55,Consultant,2016-06-02 08:03:05.556036,8,Bachelor,1,6050.0,33,15,19,7,100,10,19,2,1.96
HR,Female,50,Specialist,2020-07-31 08:03:05.556036,4,Bachelor,4,6300.0,59,15,23,8,75,16,83,0,3.9
HR,Male,54,Manager,2020-09-06 08:03:05.556036,3,Bachelor,4,8400.0,58,13,11,4,0,14,69,1,2.79
HR,Male,57,Technician,2018-11-14 08:03:05.556036,5,High School,1,3850.0,60,37,7,7,100,18,14,0,3.49
HR,Male,22,Technician,2018-10-03 08:03:05.556036,5,PhD,1,3850.0,44,25,22,0,25,18,7,0,2.29
HR,Male,41,Consultant,2018-08-30 08:03:05.556036,6,High School,4,7700.0,54,31,14,8,25,14,57,0,1.96
HR,Male,51,Engineer,2018-06-28 08:03:05.556036,6,High School,3,7800.0,60,14,1,3,50,17,95,2,3.61
HR,Female,50,Manager,2015-06-24 08:03:05.556036,9,Bachelor,5,9000.0,41,5,5,0,100,12,5,2,3.41
HR,Female,28,Analyst,2018-02-05 08:03:05.556036,6,High School,1,4400.0,45,4,25,6,75,1,14,0,4.96
HR,Female,53,Manager,2022-12-18 08:03:05.556036,1,Bachelor,2,7200.0,58,34,7,8,75,19,89,2,3.38
HR,Male,45,Technician,2017-05-24 08:03:05.556036,7,High School,5,5250.0,50,27,7,2,50,17,91,2,4.03
HR,Female,43,Analyst,2020-05-25 08:03:05.556036,4,Bachelor,1,4400.0,30,3,22,1,100,6,27,0,2.25
HR,Female,36,Manager,2018-01-18 08:03:05.556036,6,Bachelor,2,7200.0,50,33,9,13,0,4,88,2,1.33
HR,Male,51,Specialist,2016-06-04 08:03:05.556036,8,Bachelor,1,4950.0,56,33,5,14,25,19,81,1,4.29
HR,Male,43,Manager,2018-03-23 08:03:05.556036,6,Bachelor,4,8400.0,49,47,16,4,50,3,47,1,3.51
HR,Female,51,Specialist,2015-07-31 08:03:05.556036,9,Bachelor,3,5850.0,55,32,17,1,0,13,10,1,3.56
HR,Female,54,Analyst,2016-02-04 08:03:05.556036,8,PhD,2,4800.0,31,2,7,10,25,15,10,0,4.88
HR,Male,48,Manager,2022-12-22 08:03:05.556036,1,Bachelor,3,7800.0,34,9,4,11,100,6,79,2,4.06
HR,Female,53,Analyst,2018-12-28 08:03:05.556036,5,Master,4,5600.0,30,24,4,3,25,14,16,0,3.6
HR,Female,26,Consultant,2017-03-01 08:03:05.556036,7,Bachelor,2,6600.0,43,21,17,8,0,6,20,1,3.75
HR,Male,54,Specialist,2015-04-07 08:03:05.556036,9,Bachelor,2,5400.0,39,9,10,0,0,1,91,1,4.0
HR,Female,32,Developer,2024-01-08 08:03:05.556036,0,Bachelor,5,7500.0,53,45,2,13,75,15,73,2,1.16
HR,Male,36,Analyst,2019-12-26 08:03:05.556036,4,Master,5,6000.0,57,1,9,14,75,10,7,1,2.1
HR,Male,25,Developer,2021-03-31 08:03:05.556036,3,Master,4,7000.0,51,32,18,2,0,10,58,0,4.6
HR,Male,43,Manager,2015-10-17 08:03:05.556036,8,High School,3,7800.0,36,3,29,13,75,9,37,0,3.39
HR,Male,30,Engineer,2016-04-04 08:03:05.556036,8,PhD,1,6600.0,60,16,20,10,0,10,66,2,3.37
HR,Female,57,Specialist,2018-06-26 08:03:05.556036,6,Bachelor,2,5400.0,47,16,26,13,0,4,44,1,4.02
HR,Female,34,Engineer,2018-04-09 08:03:05.556036,6,PhD,4,8400.0,44,3,1,11,50,13,77,2,2.62
HR,Female,25,Consultant,2023-01-31 08:03:05.556036,1,Bachelor,4,7700.0,38,46,10,5,75,6,50,2,2.35
HR,Male,31,Specialist,2022-01-20 08:03:05.556036,2,Bachelor,4,6300.0,39,33,10,1,100,19,0,0,3.85
HR,Female,34,Specialist,2016-05-12 08:03:05.556036,8,Bachelor,2,5400.0,52,8,21,7,75,16,90,0,3.18
HR,Female,38,Developer,2016-08-07 08:03:05.556036,8,Bachelor,3,6500.0,31,46,19,13,75,4,29,0,2.18
HR,Female,43,Analyst,2017-01-25 08:03:05.556036,7,Master,1,4400.0,45,16,26,3,100,19,61,2,1.84
HR,Female,46,Manager,2019-04-15 08:03:05.556036,5,Bachelor,1,6600.0,37,39,20,0,25,15,7,2,3.75
HR,Male,29,Consultant,2015-05-08 08:03:05.556036,9,High School,3,7150.0,40,37,27,13,0,18,28,1,1.75
HR,Female,41,Analyst,2021-02-27 08:03:05.556036,3,High School,4,5600.0,48,36,29,3,0,14,40,1,1.37
HR,Male,26,Engineer,2017-09-16 08:03:05.556036,6,Bachelor,1,6600.0,47,31,22,5,25,11,56,2,3.31
HR,Other,33,Technician,2017-12-01 08:03:05.556036,6,Bachelor,1,3850.0,45,38,21,11,100,13,82,1,4.0
HR,Female,33,Developer,2016-07-04 08:03:05.556036,8,Bachelor,4,7000.0,40,42,22,0,100,18,93,1,2.83
HR,Male,35,Technician,2023-01-02 08:03:05.556036,1,Bachelor,4,4900.0,47,11,27,10,25,16,38,0,2.05
HR,Female,34,Specialist,2018-08-04 08:03:05.556036,6,High School,2,5400.0,31,15,5,13,50,3,12,1,3.19
HR,Male,42,Consultant,2015-11-11 08:03:05.556036,8,High School,5,8250.0,56,39,22,9,0,5,6,0,4.53
HR,Male,32,Analyst,2015-09-11 08:03:05.556036,8,High School,2,4800.0,39,3,4,7,75,19,76,2,3.75
HR,Male,29,Manager,2023-09-21 08:03:05.556036,0,Bachelor,3,7800.0,55,15,29,11,50,11,37,2,1.27
HR,Female,50,Developer,2022-09-23 08:03:05.556036,1,High School,2,6000.0,59,9,0,13,25,7,29,1,3.76
HR,Female,29,Manager,2016-12-02 08:03:05.556036,7,High School,3,7800.0,60,48,14,6,50,16,21,1,2.19
HR,Female,37,Specialist,2016-08-04 08:03:05.556036,8,High School,3,5850.0,47,15,7,10,0,8,11,0,3.37
HR,Male,44,Consultant,2018-04-18 08:03:05.556036,6,High School,1,6050.0,51,13,1,6,0,5,71,1,1.15
HR,Male,45,Developer,2018-07-03 08:03:05.556036,6,Master,5,7500.0,60,25,13,8,50,5,90,0,3.08
HR,Male,29,Manager,2019-08-20 08:03:05.556036,5,Bachelor,3,7800.0,37,28,16,1,75,1,97,1,2.64
HR,Male,42,Engineer,2023-01-23 08:03:05.556036,1,Master,5,9000.0,33,15,0,0,100,15,47,0,4.98
HR,Other,55,Specialist,2015-01-13 08:03:05.556036,9,High School,5,6750.0,51,16,5,9,50,18,45,0,2.4
HR,Male,58,Analyst,2019-12-30 08:03:05.556036,4,Master,3,5200.0,57,12,16,3,0,11,17,0,3.28
HR,Female,23,Consultant,2018-08-02 08:03:05.556036,6,Bachelor,5,8250.0,49,15,3,10,0,1,91,1,3.88
HR,Male,43,Specialist,2018-06-22 08:03:05.556036,6,Bachelor,3,5850.0,30,9,24,14,100,6,13,0,3.22
HR,Male,49,Manager,2022-09-27 08:03:05.556036,1,High School,3,7800.0,33,26,24,13,75,10,72,1,1.56
HR,Female,29,Developer,2019-08-11 08:03:05.556036,5,High School,1,5500.0,47,15,29,5,50,3,78,2,1.0
HR,Male,46,Consultant,2022-08-10 08:03:05.556036,2,High School,2,6600.0,31,19,26,1,100,16,22,1,2.34
HR,Male,32,Analyst,2014-12-09 08:03:05.556036,9,PhD,3,5200.0,58,42,19,3,0,10,57,1,3.68
HR,Other,26,Consultant,2015-10-29 08:03:05.556036,8,Bachelor,2,6600.0,32,33,25,6,100,14,48,0,1.28
HR,Male,57,Manager,2021-02-11 08:03:05.556036,3,Bachelor,5,9000.0,60,16,23,5,100,13,99,0,1.43
HR,Female,25,Developer,2023-08-28 08:03:05.556036,1,High School,3,6500.0,44,10,2,3,50,7,67,1,4.6
HR,Male,23,Engineer,2018-08-04 08:03:05.556036,6,High School,3,7800.0,58,12,28,5,25,6,78,2,2.46
HR,Female,41,Technician,2015-01-16 08:03:05.556036,9,Bachelor,4,4900.0,32,37,21,5,25,17,69,1,2.15
HR,Male,27,Developer,2015-02-18 08:03:05.556036,9,High School,5,7500.0,36,21,13,3,0,15,20,1,2.5
HR,Female,48,Specialist,2014-11-05 08:03:05.556036,9,High School,4,6300.0,44,18,8,0,75,9,61,1,2.01
HR,Male,27,Manager,2023-06-04 08:03:05.556036,1,Bachelor,3,7800.0,59,10,11,14,0,12,13,2,3.23
HR,Male,38,Analyst,2020-09-30 08:03:05.556036,3,Bachelor,4,5600.0,57,11,29,3,75,4,31,2,2.06
HR,Male,39,Engineer,2020-02-11 08:03:05.556036,4,Master,3,7800.0,40,30,27,8,75,14,95,1,4.89
HR,Male,42,Consultant,2016-10-23 08:03:05.556036,7,High School,1,6050.0,59,19,19,9,25,8,81,0,1.53
HR,Male,51,Consultant,2020-12-01 08:03:05.556036,3,Bachelor,4,7700.0,44,45,0,7,0,14,42,0,2.87
HR,Male,37,Technician,2018-03-24 08:03:05.556036,6,High School,2,4200.0,32,23,7,5,100,12,25,2,2.15
HR,Female,44,Developer,2021-01-22 08:03:05.556036,3,Master,1,5500.0,50,3,20,3,25,11,92,0,2.17
HR,Male,35,Consultant,2017-09-12 08:03:05.556036,6,Bachelor,4,7700.0,31,6,0,6,0,9,75,2,3.31
HR,Male,56,Specialist,2022-04-01 08:03:05.556036,2,PhD,4,6300.0,30,10,29,6,50,1,29,2,4.57
HR,Female,57,Manager,2023-04-12 08:03:05.556036,1,High School,2,7200.0,51,40,12,13,75,7,41,0,3.85
HR,Male,42,Engineer,2024-02-26 08:03:05.556036,0,High School,1,6600.0,33,8,15,9,75,10,44,1,1.72
HR,Male,34,Engineer,2024-06-05 08:03:05.556036,0,Bachelor,2,7200.0,58,40,1,3,25,14,6,1,2.31
HR,Female,50,Analyst,2021-04-24 08:03:05.556036,3,High School,1,4400.0,60,13,13,1,25,19,69,1,4.39
HR,Male,31,Developer,2022-01-18 08:03:05.556036,2,Bachelor,2,6000.0,35,1,23,9,25,15,72,0,1.68
HR,Male,40,Technician,2019-06-27 08:03:05.556036,5,Bachelor,1,3850.0,32,29,25,11,100,13,41,1,4.15
HR,Male,53,Analyst,2023-12-21 08:03:05.556036,0,Master,2,4800.0,43,15,8,3,0,2,18,1,2.38
HR,Female,59,Developer,2023-07-03 08:03:05.556036,1,Master,1,5500.0,41,35,5,3,75,18,51,2,1.53
HR,Male,35,Specialist,2015-07-14 08:03:05.556036,9,PhD,1,4950.0,47,22,27,12,0,1,8,1,4.07
HR,Male,54,Specialist,2014-09-30 08:03:05.556036,9,High School,2,5400.0,38,49,28,8,0,4,98,1,1.01
HR,Male,57,Manager,2020-12-25 08:03:05.556036,3,High School,1,6600.0,33,48,14,13,25,12,86,1,3.24
HR,Male,46,Analyst,2017-12-18 08:03:05.556036,6,Bachelor,4,5600.0,47,17,27,0,25,16,97,1,1.9
HR,Female,26,Manager,2021-02-10 08:03:05.556036,3,Master,1,6600.0,58,19,3,12,0,11,15,2,1.25
HR,Male,54,Developer,2024-06-08 08:03:05.556036,0,Bachelor,5,7500.0,38,1,21,6,25,13,16,1,3.11
HR,Female,50,Engineer,2023-10-22 08:03:05.556036,0,Master,1,6600.0,30,15,6,10,25,6,49,0,4.0
HR,Female,49,Technician,2020-02-08 08:03:05.556036,4,Bachelor,5,5250.0,53,48,6,0,75,7,30,1,4.73
HR,Female,56,Developer,2024-03-09 08:03:05.556036,0,High School,5,7500.0,36,0,16,5,50,5,44,1,3.85
HR,Other,51,Engineer,2017-06-07 08:03:05.556036,7,High School,1,6600.0,54,43,24,13,25,18,4,0,2.33
HR,Female,33,Specialist,2020-04-10 08:03:05.556036,4,High School,5,6750.0,36,37,28,8,0,8,94,0,2.73
HR,Male,50,Engineer,2015-02-05 08:03:05.556036,9,High School,1,6600.0,52,12,29,8,50,11,12,2,4.33
HR,Male,31,Manager,2016-04-01 08:03:05.556036,8,High School,1,6600.0,32,0,26,13,50,1,79,0,3.61
HR,Male,52,Engineer,2016-09-23 08:03:05.556036,7,Master,5,9000.0,49,25,13,4,50,1,88,1,2.17
HR,Female,37,Manager,2016-02-19 08:03:05.556036,8,Bachelor,4,8400.0,34,33,22,1,25,15,4,2,3.81
HR,Male,52,Consultant,2016-08-31 08:03:05.556036,8,High School,1,6050.0,53,34,23,5,50,3,30,0,1.49
HR,Female,52,Manager,2014-10-30 08:03:05.556036,9,Bachelor,4,8400.0,57,47,17,1,100,16,89,2,2.81
HR,Male,25,Analyst,2021-01-13 08:03:05.556036,3,Bachelor,4,5600.0,56,18,9,4,50,9,57,0,1.79
HR,Female,48,Technician,2020-01-27 08:03:05.556036,4,High School,2,4200.0,36,21,21,14,75,17,20,1,4.27
HR,Female,32,Analyst,2016-11-04 08:03:05.556036,7,High School,2,4800.0,56,43,20,2,0,17,64,0,1.19
HR,Female,44,Consultant,2016-10-10 08:03:05.556036,7,Bachelor,4,7700.0,54,36,8,1,25,8,19,1,4.14
HR,Male,22,Technician,2022-05-14 08:03:05.556036,2,High School,3,4550.0,54,22,19,2,75,18,85,2,2.12
HR,Female,44,Analyst,2022-06-01 08:03:05.556036,2,Bachelor,1,4400.0,41,44,13,8,50,11,45,2,1.64
HR,Other,31,Analyst,2021-03-08 08:03:05.556036,3,High School,2,4800.0,52,40,17,14,0,1,6,1,3.88
HR,Female,35,Technician,2014-12-31 08:03:05.556036,9,Bachelor,1,3850.0,32,17,13,11,75,17,90,0,4.74
HR,Male,30,Engineer,2015-04-10 08:03:05.556036,9,Bachelor,4,8400.0,60,12,0,13,0,18,73,1,1.27
HR,Female,57,Technician,2020-01-01 08:03:05.556036,4,Bachelor,4,4900.0,55,48,3,13,100,4,95,1,4.87
HR,Male,60,Developer,2016-10-07 08:03:05.556036,7,High School,1,5500.0,55,22,25,9,75,12,30,2,1.9
HR,Other,51,Manager,2018-05-20 08:03:05.556036,6,Bachelor,2,7200.0,34,8,12,3,0,15,42,2,1.27
HR,Female,27,Consultant,2015-05-26 08:03:05.556036,9,Bachelor,5,8250.0,51,28,3,13,25,2,92,2,1.09
HR,Female,23,Developer,2017-02-16 08:03:05.556036,7,High School,1,5500.0,43,32,23,7,100,5,18,2,3.42
HR,Female,53,Developer,2015-07-01 08:03:05.556036,9,PhD,3,6500.0,51,36,13,13,75,9,10,2,3.13
HR,Female,35,Developer,2023-09-02 08:03:05.556036,1,Bachelor,5,7500.0,36,9,10,11,50,19,4,1,2.24
HR,Male,44,Engineer,2018-12-25 08:03:05.556036,5,High School,1,6600.0,37,8,19,4,50,7,40,1,4.0
HR,Male,40,Developer,2015-04-24 08:03:05.556036,9,Bachelor,5,7500.0,60,23,3,13,100,6,57,0,3.61
HR,Male,36,Analyst,2015-07-07 08:03:05.556036,9,Bachelor,4,5600.0,32,34,20,5,50,17,39,1,3.66
HR,Male,54,Developer,2020-10-28 08:03:05.556036,3,Bachelor,3,6500.0,59,27,9,7,0,18,39,2,3.72
HR,Male,27,Technician,2023-11-30 08:03:05.556036,0,High School,4,4900.0,49,0,8,4,0,1,72,0,1.81
HR,Male,34,Specialist,2019-12-01 08:03:05.556036,4,High School,5,6750.0,59,21,21,8,50,12,52,0,3.01
HR,Female,36,Consultant,2020-09-26 08:03:05.556036,3,Bachelor,5,8250.0,51,7,16,1,100,15,22,0,1.81
HR,Male,27,Analyst,2018-05-05 08:03:05.556036,6,Bachelor,5,6000.0,40,1,29,7,50,10,93,2,4.83
HR,Male,40,Developer,2016-07-25 08:03:05.556036,8,Bachelor,1,5500.0,34,26,12,4,75,1,18,0,1.98
HR,Male,60,Analyst,2019-06-26 08:03:05.556036,5,Bachelor,5,6000.0,47,33,24,11,50,13,54,1,3.07
HR,Female,36,Engineer,2024-05-23 08:03:05.556036,0,Bachelor,5,9000.0,34,37,15,9,75,10,8,1,4.89
HR,Male,39,Analyst,2024-07-13 08:03:05.556036,0,Bachelor,4,5600.0,48,3,2,8,25,15,65,2,3.36
HR,Female,58,Engineer,2023-08-17 08:03:05.556036,1,Bachelor,4,8400.0,31,33,21,12,75,10,48,0,4.13
HR,Female,38,Manager,2022-06-11 08:03:05.556036,2,Master,3,7800.0,39,10,11,5,50,16,76,2,4.94
HR,Male,57,Engineer,2023-01-09 08:03:05.556036,1,Bachelor,4,8400.0,59,4,21,8,75,1,72,2,1.49
HR,Male,45,Specialist,2021-07-05 08:03:05.556036,3,High School,4,6300.0,36,35,29,10,25,2,19,1,1.53
HR,Female,57,Technician,2015-10-09 08:03:05.556036,8,Bachelor,2,4200.0,33,41,25,2,50,3,25,0,2.03
HR,Female,51,Manager,2022-08-10 08:03:05.556036,2,Bachelor,4,8400.0,31,6,10,4,0,1,12,0,4.17
HR,Other,32,Engineer,2019-08-26 08:03:05.556036,5,High School,5,9000.0,49,12,4,13,0,17,0,1,4.74
HR,Male,48,Engineer,2018-07-03 08:03:05.556036,6,Bachelor,1,6600.0,33,18,4,9,50,19,59,2,1.54
HR,Male,57,Analyst,2018-11-21 08:03:05.556036,5,Bachelor,4,5600.0,53,14,11,9,100,8,65,1,2.44
HR,Female,59,Technician,2020-07-23 08:03:05.556036,4,Master,5,5250.0,54,26,10,6,100,17,16,2,4.29
HR,Female,42,Consultant,2017-06-26 08:03:05.556036,7,Master,4,7700.0,37,24,18,4,100,4,63,0,1.72
HR,Female,46,Analyst,2024-03-03 08:03:05.556036,0,Master,2,4800.0,51,24,15,9,25,7,10,0,3.96
HR,Female,22,Technician,2017-12-16 08:03:05.556036,6,High School,2,4200.0,38,14,16,11,50,19,96,2,3.56
HR,Female,56,Technician,2020-02-26 08:03:05.556036,4,Bachelor,5,5250.0,34,9,15,5,50,3,53,2,4.66
HR,Male,37,Specialist,2019-04-19 08:03:05.556036,5,Bachelor,2,5400.0,33,19,17,6,75,9,10,1,2.62
