Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
Sales,Male,24,Developer,2019-11-15 08:03:05.556036,4,Bachelor,2,6000.0,50,33,0,9,0,13,37,1,4.39
HR,Female,22,Developer,2020-12-17 08:03:05.556036,3,Bachelor,4,7000.0,34,8,17,12,100,16,1,0,2.8
Marketing,Male,34,Developer,2015-11-10 08:03:05.556036,8,High School,1,5500.0,56,6,3,12,0,6,60,0,4.65
Finance,Male,22,Developer,2015-03-28 08:03:05.556036,9,Bachelor,2,6000.0,52,23,17,3,25,6,50,2,3.63
Operations,Male,43,Developer,2020-03-30 08:03:05.556036,4,PhD,2,6000.0,39,17,1,8,25,8,63,1,2.24
IT,Female,52,Developer,2019-04-08 08:03:05.556036,5,Bachelor,1,5500.0,44,40,28,14,50,12,56,0,3.23
Engineering,Male,43,Developer,2015-11-21 08:03:05.556036,8,High School,3,6500.0,55,49,24,8,50,15,75,2,2.96
Operations,Male,28,Developer,2023-02-27 08:03:05.556036,1,Bachelor,4,7000.0,32,16,10,9,75,6,21,0,4.27
Operations,Female,25,Developer,2019-09-11 08:03:05.556036,4,High School,3,6500.0,34,25,1,5,0,1,69,0,1.75
Customer Support,Male,50,Developer,2016-07-05 08:03:05.556036,8,Bachelor,5,7500.0,32,7,2,9,100,10,14,1,4.74
Operations,Female,57,Developer,2019-05-11 08:03:05.556036,5,Bachelor,2,6000.0,40,37,8,5,75,12,53,2,2.83
Finance,Male,33,Developer,2018-06-28 08:03:05.556036,6,High School,2,6000.0,39,38,28,9,25,1,33,2,3.42
Marketing,Other,46,Developer,2017-11-18 08:03:05.556036,6,High School,1,5500.0,47,12,24,9,25,17,3,1,1.05
Marketing,Male,46,Developer,2018-07-26 08:03:05.556036,6,Master,2,6000.0,60,3,8,13,0,17,93,2,4.27
HR,Female,26,Developer,2017-09-24 08:03:05.556036,6,Master,2,6000.0,59,39,7,1,0,10,9,0,4.97
Finance,Male,31,Developer,2015-11-06 08:03:05.556036,8,Bachelor,1,5500.0,38,29,24,10,25,15,76,0,3.39
Operations,Male,34,Developer,2019-02-02 08:03:05.556036,5,Bachelor,3,6500.0,44,0,19,0,25,7,48,1,1.9
Sales,Male,51,Developer,2017-10-27 08:03:05.556036,6,High School,3,6500.0,47,39,27,12,0,3,33,0,4.16
Marketing,Male,34,Developer,2021-09-16 08:03:05.556036,2,Master,2,6000.0,33,49,7,11,25,6,68,0,4.69
Customer Support,Female,23,Developer,2018-08-13 08:03:05.556036,6,Master,5,7500.0,55,36,17,9,75,10,62,1,3.37
Legal,Female,51,Developer,2020-04-25 08:03:05.556036,4,Bachelor,5,7500.0,51,11,21,14,50,7,77,1,3.65
Finance,Female,46,Developer,2022-10-07 08:03:05.556036,1,Master,3,6500.0,49,15,5,9,100,16,84,2,3.45
HR,Male,57,Developer,2023-11-25 08:03:05.556036,0,Bachelor,4,7000.0,30,24,9,9,100,5,74,2,3.21
Finance,Female,22,Developer,2020-08-17 08:03:05.556036,4,High School,5,7500.0,52,8,19,2,25,7,42,0,4.75
Operations,Female,55,Developer,2017-02-07 08:03:05.556036,7,Master,1,5500.0,53,7,26,7,50,19,51,1,1.94
IT,Female,26,Developer,2020-09-11 08:03:05.556036,3,Bachelor,4,7000.0,55,44,23,3,50,6,89,2,3.08
HR,Female,27,Developer,2020-07-31 08:03:05.556036,4,High School,1,5500.0,54,10,14,0,0,8,94,2,2.31
Engineering,Female,34,Developer,2021-10-23 08:03:05.556036,2,High School,3,6500.0,33,8,20,10,100,8,88,1,3.15
IT,Female,23,Developer,2016-03-12 08:03:05.556036,8,High School,2,6000.0,44,36,14,9,50,7,89,2,2.82
Customer Support,Female,39,Developer,2015-07-26 08:03:05.556036,9,High School,1,5500.0,58,4,20,11,25,3,97,1,2.44
Finance,Male,35,Developer,2020-10-14 08:03:05.556036,3,High School,4,7000.0,40,33,25,12,0,9,96,1,2.0
IT,Male,30,Developer,2015-07-09 08:03:05.556036,9,High School,3,6500.0,41,22,1,2,0,16,41,1,2.31
Customer Support,Male,22,Developer,2016-12-24 08:03:05.556036,7,Bachelor,1,5500.0,54,12,29,2,50,3,55,0,1.05
IT,Female,30,Developer,2020-10-17 08:03:05.556036,3,High School,2,6000.0,34,14,16,11,25,4,9,1,4.93
IT,Female,30,Developer,2018-09-28 08:03:05.556036,5,PhD,2,6000.0,37,0,23,7,75,15,48,0,1.62
Finance,Female,22,Developer,2022-06-02 08:03:05.556036,2,Bachelor,5,7500.0,49,46,21,4,100,15,41,0,3.48
Engineering,Female,57,Developer,2021-12-08 08:03:05.556036,2,Bachelor,2,6000.0,58,9,26,6,0,16,57,1,3.86
Engineering,Female,23,Developer,2021-02-24 08:03:05.556036,3,High School,4,7000.0,36,22,24,9,50,6,27,0,2.38
Sales,Female,30,Developer,2015-04-13 08:03:05.556036,9,High School,2,6000.0,38,49,9,6,50,13,62,0,3.37
Operations,Female,31,Developer,2021-08-01 08:03:05.556036,3,Bachelor,5,7500.0,42,19,27,5,75,4,28,1,1.04
IT,Male,33,Developer,2019-08-10 08:03:05.556036,5,Bachelor,4,7000.0,45,21,28,1,75,5,68,1,3.47
Sales,Male,60,Developer,2018-04-16 08:03:05.556036,6,High School,1,5500.0,49,39,21,8,100,10,74,2,3.9
IT,Female,47,Developer,2022-06-18 08:03:05.556036,2,Bachelor,4,7000.0,40,7,15,5,75,10,22,0,1.59
Finance,Female,50,Developer,2024-08-29 08:03:05.556036,0,PhD,4,7000.0,31,40,23,10,50,3,69,2,4.31
Engineering,Female,27,Developer,2024-04-18 08:03:05.556036,0,Bachelor,1,5500.0,32,28,16,14,100,1,93,0,1.99
Finance,Male,39,Developer,2023-01-07 08:03:05.556036,1,Bachelor,5,7500.0,34,12,0,10,0,15,47,2,2.17
Finance,Female,43,Developer,2020-04-03 08:03:05.556036,4,High School,1,5500.0,53,8,16,4,100,10,56,2,2.66
HR,Male,32,Developer,2020-09-02 08:03:05.556036,4,Bachelor,3,6500.0,35,36,0,5,100,18,68,0,3.43
HR,Male,27,Developer,2021-11-25 08:03:05.556036,2,Bachelor,2,6000.0,57,12,4,8,0,16,22,1,2.17
Customer Support,Female,45,Developer,2016-06-02 08:03:05.556036,8,High School,4,7000.0,52,12,25,11,25,5,97,1,2.21
Sales,Male,39,Developer,2015-01-02 08:03:05.556036,9,Bachelor,1,5500.0,57,41,12,7,100,10,45,0,2.33
Engineering,Female,24,Developer,2018-09-19 08:03:05.556036,5,Bachelor,2,6000.0,38,39,2,4,25,16,46,0,4.2
Finance,Female,29,Developer,2020-08-08 08:03:05.556036,4,Bachelor,1,5500.0,31,13,24,14,100,13,40,2,2.88
Legal,Male,46,Developer,2014-10-15 08:03:05.556036,9,Bachelor,4,7000.0,46,14,29,14,50,18,87,2,4.04
Customer Support,Female,37,Developer,2022-06-02 08:03:05.556036,2,Bachelor,1,5500.0,41,11,23,4,25,11,84,1,4.54
Legal,Male,39,Developer,2021-09-06 08:03:05.556036,2,High School,1,5500.0,45,19,17,9,100,13,32,0,1.81
IT,Male,49,Developer,2023-12-28 08:03:05.556036,0,High School,2,6000.0,44,46,13,3,0,5,14,0,1.82
Marketing,Female,29,Developer,2020-07-13 08:03:05.556036,4,Bachelor,3,6500.0,45,36,11,4,75,7,39,2,1.09
IT,Female,39,Developer,2021-08-27 08:03:05.556036,3,High School,3,6500.0,40,48,20,9,50,2,64,1,2.76
HR,Other,27,Developer,2020-07-24 08:03:05.556036,4,Master,3,6500.0,59,42,7,10,75,1,69,2,1.28
IT,Male,27,Developer,2023-12-30 08:03:05.556036,0,Master,5,7500.0,30,16,5,1,0,3,95,2,4.72
Operations,Male,56,Developer,2020-07-19 08:03:05.556036,4,PhD,3,6500.0,55,32,17,11,25,9,95,2,4.34
Legal,Male,33,Developer,2023-01-28 08:03:05.556036,1,High School,4,7000.0,60,44,28,12,50,6,34,2,3.93
IT,Female,37,Developer,2016-10-04 08:03:05.556036,7,High School,5,7500.0,39,16,25,8,25,16,64,2,1.56
Marketing,Female,31,Developer,2024-09-03 08:03:05.556036,0,Bachelor,4,7000.0,44,46,23,14,75,5,15,1,1.43
Legal,Male,44,Developer,2019-01-29 08:03:05.556036,5,High School,2,6000.0,53,15,23,12,100,11,90,0,3.55
Legal,Female,29,Developer,2015-12-10 08:03:05.556036,8,Master,3,6500.0,57,43,23,0,100,2,99,2,3.23
Legal,Male,47,Developer,2019-04-29 08:03:05.556036,5,Master,1,5500.0,37,49,16,7,100,4,58,2,2.35
IT,Female,53,Developer,2016-11-25 08:03:05.556036,7,High School,2,6000.0,41,1,27,10,0,11,67,2,4.5
Engineering,Female,45,Developer,2020-08-11 08:03:05.556036,4,Master,4,7000.0,52,42,23,8,25,10,72,1,4.27
Sales,Male,50,Developer,2021-11-17 08:03:05.556036,2,Bachelor,1,5500.0,49,48,6,12,50,4,94,1,1.81
IT,Male,26,Developer,2023-03-16 08:03:05.556036,1,Bachelor,4,7000.0,48,27,16,8,75,16,0,0,4.37
Marketing,Male,26,Developer,2021-09-24 08:03:05.556036,2,Bachelor,1,5500.0,53,25,2,4,75,5,48,2,2.69
Engineering,Male,22,Developer,2017-03-12 08:03:05.556036,7,Master,2,6000.0,33,21,19,13,75,8,25,2,3.23
Operations,Female,33,Developer,2016-08-24 08:03:05.556036,8,Bachelor,3,6500.0,31,35,13,2,50,11,53,1,2.62
Legal,Male,35,Developer,2019-06-23 08:03:05.556036,5,High School,2,6000.0,60,24,17,0,75,2,14,1,4.85
Engineering,Female,33,Developer,2020-10-23 08:03:05.556036,3,Bachelor,2,6000.0,59,21,20,13,0,19,43,2,4.24
Marketing,Female,52,Developer,2024-01-03 08:03:05.556036,0,High School,3,6500.0,37,4,6,1,0,2,29,2,4.08
IT,Female,30,Developer,2015-10-29 08:03:05.556036,8,Bachelor,4,7000.0,33,13,5,1,25,17,84,1,4.55
HR,Male,29,Developer,2016-06-23 08:03:05.556036,8,High School,5,7500.0,51,39,26,13,100,19,34,2,2.77
HR,Female,29,Developer,2019-03-09 08:03:05.556036,5,Bachelor,2,6000.0,43,20,22,13,0,5,8,0,4.33
Legal,Male,32,Developer,2023-08-19 08:03:05.556036,1,Bachelor,3,6500.0,35,12,16,12,0,2,1,1,1.92
Sales,Female,27,Developer,2019-01-06 08:03:05.556036,5,Bachelor,4,7000.0,33,30,0,8,100,3,17,1,4.42
Sales,Female,24,Developer,2018-06-20 08:03:05.556036,6,Master,1,5500.0,42,40,11,14,25,4,81,0,2.08
Sales,Male,32,Developer,2018-07-10 08:03:05.556036,6,Master,5,7500.0,39,4,28,9,100,1,98,1,3.5
Customer Support,Male,48,Developer,2014-11-03 08:03:05.556036,9,Bachelor,4,7000.0,34,21,21,9,100,3,77,2,1.16
Marketing,Female,26,Developer,2021-05-14 08:03:05.556036,3,High School,4,7000.0,33,44,7,12,0,8,27,2,3.25
IT,Male,45,Developer,2021-05-06 08:03:05.556036,3,Bachelor,1,5500.0,38,22,21,3,100,7,56,0,4.13
Sales,Female,23,Developer,2023-12-13 08:03:05.556036,0,Bachelor,2,6000.0,46,16,0,0,0,11,54,1,3.13
Sales,Female,46,Developer,2017-02-22 08:03:05.556036,7,High School,1,5500.0,30,20,2,9,50,6,98,2,3.06
Operations,Male,47,Developer,2014-12-09 08:03:05.556036,9,Bachelor,4,7000.0,45,19,2,4,50,1,7,0,1.74
Customer Support,Male,30,Developer,2015-12-31 08:03:05.556036,8,Bachelor,1,5500.0,55,48,1,11,50,16,67,0,2.07
Operations,Female,28,Developer,2017-08-29 08:03:05.556036,7,Bachelor,2,6000.0,38,40,17,13,50,8,94,0,1.14
Engineering,Male,43,Developer,2014-10-17 08:03:05.556036,9,Master,4,7000.0,30,22,21,4,0,9,16,2,3.2
Operations,Female,36,Developer,2024-06-21 08:03:05.556036,0,Bachelor,1,5500.0,39,9,19,6,75,3,34,2,3.74
Finance,Female,57,Developer,2014-09-14 08:03:05.556036,9,Bachelor,3,6500.0,60,38,1,2,25,7,49,2,4.78
Operations,Female,58,Developer,2018-02-26 08:03:05.556036,6,High School,2,6000.0,42,19,28,6,100,9,91,1,1.51
Marketing,Female,60,Developer,2019-05-12 08:03:05.556036,5,Bachelor,5,7500.0,48,41,8,1,75,3,44,1,3.11
IT,Female,56,Developer,2020-07-31 08:03:05.556036,4,Master,1,5500.0,30,41,7,13,50,3,18,2,4.18
Marketing,Female,44,Developer,2014-12-04 08:03:05.556036,9,PhD,4,7000.0,45,1,10,4,50,7,65,1,1.55
Marketing,Female,42,Developer,2019-11-08 08:03:05.556036,4,High School,2,6000.0,47,46,22,8,100,11,34,2,3.06
Engineering,Female,54,Developer,2017-06-19 08:03:05.556036,7,Master,3,6500.0,34,16,27,13,75,10,36,1,3.85
Engineering,Male,22,Developer,2020-05-09 08:03:05.556036,4,High School,4,7000.0,30,42,13,0,75,8,53,0,4.81
Sales,Female,56,Developer,2016-03-18 08:03:05.556036,8,Master,4,7000.0,34,27,25,0,50,13,20,2,3.96
Customer Support,Female,53,Developer,2021-03-12 08:03:05.556036,3,High School,5,7500.0,36,49,2,8,75,12,59,1,2.78
Customer Support,Female,48,Developer,2022-12-06 08:03:05.556036,1,Bachelor,2,6000.0,55,13,21,1,0,4,92,0,3.54
Legal,Female,36,Developer,2022-02-18 08:03:05.556036,2,Master,1,5500.0,48,37,1,3,50,7,79,1,1.23
Engineering,Female,51,Developer,2019-02-20 08:03:05.556036,5,Bachelor,2,6000.0,51,11,24,1,50,16,37,2,4.02
IT,Female,41,Developer,2019-09-17 08:03:05.556036,4,Master,5,7500.0,33,28,26,10,0,5,80,1,1.56
Marketing,Female,53,Developer,2014-12-27 08:03:05.556036,9,High School,2,6000.0,51,6,26,2,0,7,87,1,3.19
Operations,Male,40,Developer,2019-01-06 08:03:05.556036,5,High School,4,7000.0,40,40,9,9,75,13,87,1,1.51
Customer Support,Female,24,Developer,2018-11-23 08:03:05.556036,5,Master,3,6500.0,34,31,26,4,100,6,62,0,4.34
IT,Male,26,Developer,2018-08-18 08:03:05.556036,6,Master,2,6000.0,49,2,21,14,0,5,91,2,3.52
Operations,Male,25,Developer,2016-02-22 08:03:05.556036,8,High School,2,6000.0,47,13,8,9,0,12,37,1,3.0
Customer Support,Female,45,Developer,2016-12-05 08:03:05.556036,7,Bachelor,3,6500.0,45,27,14,7,50,5,28,2,4.23
Finance,Female,49,Developer,2017-10-07 08:03:05.556036,6,Bachelor,4,7000.0,48,40,19,9,75,1,97,0,3.51
Operations,Female,51,Developer,2021-04-14 08:03:05.556036,3,High School,4,7000.0,58,25,26,2,75,2,35,0,2.49
Finance,Female,55,Developer,2020-06-01 08:03:05.556036,4,High School,5,7500.0,53,45,16,14,0,4,55,1,4.5
Sales,Female,42,Developer,2019-03-05 08:03:05.556036,5,High School,3,6500.0,60,17,12,0,50,13,2,0,3.83
Sales,Male,47,Developer,2015-01-14 08:03:05.556036,9,Bachelor,2,6000.0,35,42,25,10,100,15,94,0,2.92
Finance,Male,25,Developer,2018-09-21 08:03:05.556036,5,High School,1,5500.0,33,10,20,0,0,18,71,2,1.36
IT,Male,41,Developer,2017-01-20 08:03:05.556036,7,Bachelor,2,6000.0,48,13,14,7,0,9,9,1,1.67
Finance,Female,50,Developer,2022-08-28 08:03:05.556036,2,Bachelor,5,7500.0,46,19,10,5,50,7,70,1,3.38
Sales,Female,54,Developer,2020-07-30 08:03:05.556036,4,High School,3,6500.0,31,12,7,1,100,11,3,2,3.4
Legal,Female,46,Developer,2014-10-12 08:03:05.556036,9,High School,2,6000.0,41,2,7,5,100,9,89,2,3.97
Operations,Male,31,Developer,2017-02-21 08:03:05.556036,7,Bachelor,4,7000.0,47,42,7,1,25,12,84,2,3.11
Finance,Male,59,Developer,2023-12-23 08:03:05.556036,0,Bachelor,3,6500.0,58,28,4,7,0,6,6,0,3.72
HR,Female,32,Developer,2024-01-08 08:03:05.556036,0,Bachelor,5,7500.0,53,45,2,13,75,15,73,2,1.16
Finance,Male,36,Developer,2016-10-05 08:03:05.556036,7,Bachelor,4,7000.0,52,25,7,10,75,10,19,0,2.23
HR,Male,25,Developer,2021-03-31 08:03:05.556036,3,Master,4,7000.0,51,32,18,2,0,10,58,0,4.6
IT,Male,36,Developer,2017-03-14 08:03:05.556036,7,PhD,1,5500.0,52,45,12,5,75,6,78,2,2.5
Legal,Male,32,Developer,2021-06-05 08:03:05.556036,3,Master,2,6000.0,44,38,15,5,75,13,60,0,2.03
Legal,Female,59,Developer,2014-10-27 08:03:05.556036,9,High School,5,7500.0,53,19,1,5,0,14,26,2,1.51
Engineering,Female,55,Developer,2022-04-23 08:03:05.556036,2,Bachelor,4,7000.0,39,30,23,1,50,15,65,2,1.12
Operations,Female,34,Developer,2015-07-15 08:03:05.556036,9,Bachelor,1,5500.0,43,35,12,2,0,14,68,2,1.76
Finance,Male,28,Developer,2019-08-15 08:03:05.556036,5,Bachelor,3,6500.0,52,40,14,7,0,19,66,2,3.24
Legal,Male,43,Developer,2017-12-16 08:03:05.556036,6,High School,5,7500.0,49,43,14,6,100,14,69,2,3.84
Sales,Female,51,Developer,2023-12-02 08:03:05.556036,0,Bachelor,1,5500.0,44,4,20,12,100,13,37,2,2.45
Marketing,Male,24,Developer,2017-01-17 08:03:05.556036,7,Bachelor,3,6500.0,41,6,20,3,50,10,52,0,2.6
Finance,Female,51,Developer,2015-12-26 08:03:05.556036,8,High School,2,6000.0,44,9,27,9,75,7,45,1,3.38
HR,Female,38,Developer,2016-08-07 08:03:05.556036,8,Bachelor,3,6500.0,31,46,19,13,75,4,29,0,2.18
Customer Support,Female,23,Developer,2020-11-01 08:03:05.556036,3,Bachelor,3,6500.0,40,9,2,14,100,13,17,0,1.95
HR,Female,33,Developer,2016-07-04 08:03:05.556036,8,Bachelor,4,7000.0,40,42,22,0,100,18,93,1,2.83
Legal,Male,58,Developer,2020-09-04 08:03:05.556036,4,High School,5,7500.0,40,4,21,10,0,12,30,2,3.6
Finance,Male,58,Developer,2021-05-12 08:03:05.556036,3,Bachelor,2,6000.0,55,12,21,10,75,16,38,1,2.07
Customer Support,Other,24,Developer,2022-08-01 08:03:05.556036,2,Master,2,6000.0,53,19,4,2,75,7,76,1,1.68
Customer Support,Female,29,Developer,2019-04-04 08:03:05.556036,5,High School,1,5500.0,46,29,2,1,0,1,8,2,1.11
Legal,Female,37,Developer,2021-06-23 08:03:05.556036,3,Master,2,6000.0,56,27,2,5,50,3,27,0,2.61
Marketing,Male,25,Developer,2015-12-14 08:03:05.556036,8,Bachelor,5,7500.0,49,16,20,1,50,12,61,2,1.98
HR,Female,50,Developer,2022-09-23 08:03:05.556036,1,High School,2,6000.0,59,9,0,13,25,7,29,1,3.76
Legal,Female,53,Developer,2017-10-30 08:03:05.556036,6,High School,3,6500.0,44,22,6,11,50,13,18,0,3.19
Sales,Male,45,Developer,2021-08-02 08:03:05.556036,3,Bachelor,1,5500.0,32,47,11,2,100,8,5,2,3.98
Customer Support,Female,44,Developer,2023-04-03 08:03:05.556036,1,Bachelor,5,7500.0,36,8,10,1,25,19,65,1,4.58
Customer Support,Male,27,Developer,2023-05-14 08:03:05.556036,1,High School,5,7500.0,54,33,13,8,100,8,59,2,4.54
Customer Support,Male,53,Developer,2018-03-27 08:03:05.556036,6,Bachelor,2,6000.0,39,28,11,1,75,2,79,1,2.53
Sales,Male,44,Developer,2021-12-06 08:03:05.556036,2,High School,5,7500.0,46,25,9,1,100,9,46,0,3.83
Sales,Other,53,Developer,2018-07-18 08:03:05.556036,6,PhD,3,6500.0,34,42,13,8,25,2,8,1,2.05
Operations,Male,48,Developer,2024-08-03 08:03:05.556036,0,Bachelor,1,5500.0,32,11,6,9,100,6,1,1,1.03
Customer Support,Female,26,Developer,2021-09-01 08:03:05.556036,3,High School,2,6000.0,42,24,15,13,25,8,67,1,3.48
Marketing,Female,45,Developer,2021-06-30 08:03:05.556036,3,High School,4,7000.0,50,20,13,6,100,1,17,1,1.57
HR,Male,45,Developer,2018-07-03 08:03:05.556036,6,Master,5,7500.0,60,25,13,8,50,5,90,0,3.08
Finance,Female,54,Developer,2021-03-24 08:03:05.556036,3,Bachelor,1,5500.0,48,36,15,12,50,9,95,0,4.89
Marketing,Female,28,Developer,2020-06-21 08:03:05.556036,4,Bachelor,1,5500.0,57,4,3,5,100,7,99,0,4.8
Marketing,Female,48,Developer,2018-03-17 08:03:05.556036,6,High School,3,6500.0,37,9,7,13,25,17,42,0,3.29
Operations,Female,31,Developer,2019-11-02 08:03:05.556036,4,Bachelor,1,5500.0,53,33,16,8,0,1,59,1,3.67
Engineering,Female,24,Developer,2021-11-23 08:03:05.556036,2,Bachelor,1,5500.0,33,12,19,10,25,2,84,0,2.41
Sales,Male,60,Developer,2015-02-09 08:03:05.556036,9,Bachelor,3,6500.0,41,35,11,1,25,17,20,0,4.43
Customer Support,Female,54,Developer,2020-08-30 08:03:05.556036,4,Master,3,6500.0,31,18,14,4,25,13,81,0,2.45
HR,Female,29,Developer,2019-08-11 08:03:05.556036,5,High School,1,5500.0,47,15,29,5,50,3,78,2,1.0
Finance,Male,35,Developer,2024-01-14 08:03:05.556036,0,Bachelor,1,5500.0,40,31,8,8,50,14,58,1,3.73
Engineering,Female,47,Developer,2017-07-19 08:03:05.556036,7,Bachelor,1,5500.0,56,6,29,11,50,19,50,1,1.13
Sales,Male,22,Developer,2019-02-20 08:03:05.556036,5,High School,3,6500.0,44,37,13,11,0,2,59,0,1.61
HR,Female,25,Developer,2023-08-28 08:03:05.556036,1,High School,3,6500.0,44,10,2,3,50,7,67,1,4.6
IT,Male,43,Developer,2019-09-14 08:03:05.556036,4,Master,5,7500.0,58,43,5,14,25,9,59,0,2.81
IT,Male,53,Developer,2023-06-14 08:03:05.556036,1,High School,4,7000.0,53,16,1,10,25,7,13,2,4.29
IT,Other,22,Developer,2016-08-30 08:03:05.556036,8,Master,2,6000.0,43,2,6,6,25,15,64,1,2.02
Sales,Female,53,Developer,2020-10-23 08:03:05.556036,3,High School,3,6500.0,37,9,4,8,100,12,45,1,1.53
Finance,Female,31,Developer,2023-09-15 08:03:05.556036,0,PhD,2,6000.0,31,13,23,0,25,4,0,1,4.87
HR,Male,27,Developer,2015-02-18 08:03:05.556036,9,High School,5,7500.0,36,21,13,3,0,15,20,1,2.5
Engineering,Male,27,Developer,2016-03-22 08:03:05.556036,8,Bachelor,1,5500.0,30,46,13,1,50,9,42,1,2.03
Customer Support,Other,31,Developer,2019-04-26 08:03:05.556036,5,Bachelor,1,5500.0,36,35,2,5,25,9,83,0,1.02
Legal,Male,51,Developer,2015-09-20 08:03:05.556036,8,High School,4,7000.0,41,2,4,13,100,4,69,0,4.03
Marketing,Male,30,Developer,2020-04-03 08:03:05.556036,4,Bachelor,5,7500.0,30,28,14,1,75,9,25,0,2.11
Legal,Male,52,Developer,2015-07-06 08:03:05.556036,9,High School,4,7000.0,45,9,4,10,50,6,70,2,1.57
Finance,Male,58,Developer,2020-05-12 08:03:05.556036,4,Bachelor,1,5500.0,34,40,2,3,25,19,39,2,1.65
Marketing,Other,50,Developer,2019-02-04 08:03:05.556036,5,High School,4,7000.0,47,47,29,7,50,5,50,0,4.1
Finance,Male,31,Developer,2024-08-17 08:03:05.556036,0,High School,1,5500.0,43,46,26,9,75,18,39,0,3.51
Legal,Male,24,Developer,2015-05-18 08:03:05.556036,9,Bachelor,5,7500.0,32,23,1,13,25,1,67,1,1.28
Finance,Male,57,Developer,2022-06-14 08:03:05.556036,2,High School,2,6000.0,31,49,20,9,75,5,55,2,4.74
Legal,Male,48,Developer,2024-02-19 08:03:05.556036,0,Bachelor,3,6500.0,45,5,16,4,0,9,89,0,3.47
HR,Female,44,Developer,2021-01-22 08:03:05.556036,3,Master,1,5500.0,50,3,20,3,25,11,92,0,2.17
Customer Support,Male,52,Developer,2020-07-26 08:03:05.556036,4,High School,3,6500.0,59,49,0,8,75,10,25,1,3.65
Marketing,Male,40,Developer,2021-11-11 08:03:05.556036,2,PhD,4,7000.0,43,49,15,12,100,2,6,2,3.71
Sales,Female,27,Developer,2018-10-23 08:03:05.556036,5,Master,2,6000.0,53,23,26,1,75,17,27,0,1.38
Finance,Male,36,Developer,2024-08-10 08:03:05.556036,0,High School,5,7500.0,48,8,11,2,50,17,83,1,4.26
Engineering,Female,59,Developer,2016-04-11 08:03:05.556036,8,Bachelor,4,7000.0,54,35,2,12,25,12,63,2,2.09
Sales,Female,48,Developer,2019-11-19 08:03:05.556036,4,Bachelor,4,7000.0,43,39,7,5,25,1,42,1,1.25
Customer Support,Female,38,Developer,2022-07-07 08:03:05.556036,2,Master,2,6000.0,46,9,2,8,50,3,92,2,2.67
Customer Support,Female,59,Developer,2024-08-01 08:03:05.556036,0,Bachelor,3,6500.0,45,28,23,7,100,10,65,0,2.48
Legal,Male,23,Developer,2020-05-15 08:03:05.556036,4,Bachelor,3,6500.0,31,33,13,7,0,2,74,0,1.41
Engineering,Female,31,Developer,2015-06-26 08:03:05.556036,9,High School,5,7500.0,33,36,7,7,0,5,38,0,3.89
Operations,Male,23,Developer,2024-06-04 08:03:05.556036,0,High School,2,6000.0,52,9,14,5,75,3,42,2,4.52
Marketing,Male,53,Developer,2015-09-09 08:03:05.556036,8,High School,1,5500.0,43,16,13,7,0,15,99,0,1.78
IT,Female,51,Developer,2018-06-24 08:03:05.556036,6,Bachelor,4,7000.0,48,48,17,8,50,12,64,0,3.05
