Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
Marketing,Male,32,Technician,2016-07-24 08:03:05.556036,8,Bachelor,5,5250.0,54,8,22,4,75,10,78,0,3.88
Legal,Male,25,Technician,2023-06-21 08:03:05.556036,1,Bachelor,4,4900.0,33,48,25,5,50,16,70,1,1.74
Engineering,Female,51,Technician,2016-07-31 08:03:05.556036,8,Master,4,4900.0,37,4,26,4,75,17,89,0,3.44
Customer Support,Male,52,Technician,2019-04-15 08:03:05.556036,5,Bachelor,4,4900.0,34,25,12,11,75,19,54,0,1.46
Finance,Male,38,Technician,2019-06-25 08:03:05.556036,5,Bachelor,3,4550.0,56,36,7,14,100,19,42,2,4.27
IT,Female,44,Technician,2017-02-15 08:03:05.556036,7,PhD,4,4900.0,51,28,20,11,75,9,98,0,1.93
Customer Support,Female,59,Technician,2020-12-29 08:03:05.556036,3,High School,5,5250.0,56,43,5,9,50,17,40,1,4.85
Customer Support,Male,33,Technician,2021-01-10 08:03:05.556036,3,High School,4,4900.0,39,0,8,12,0,6,56,0,1.61
HR,Female,44,Technician,2014-09-20 08:03:05.556036,9,Bachelor,4,4900.0,46,35,6,14,75,7,24,1,3.52
HR,Female,50,Technician,2017-10-19 08:03:05.556036,6,Bachelor,1,3850.0,60,33,25,10,50,14,65,2,1.5
Operations,Female,45,Technician,2020-08-25 08:03:05.556036,4,Bachelor,2,4200.0,50,49,24,3,25,6,14,2,2.42
Legal,Female,34,Technician,2022-04-11 08:03:05.556036,2,Bachelor,5,5250.0,51,21,19,10,0,9,82,0,2.54
Finance,Male,34,Technician,2015-07-07 08:03:05.556036,9,Bachelor,4,4900.0,43,10,21,11,75,1,4,0,1.93
Engineering,Female,40,Technician,2019-10-07 08:03:05.556036,4,Master,1,3850.0,35,15,26,8,75,3,62,2,3.53
Legal,Male,24,Technician,2016-03-26 08:03:05.556036,8,Master,3,4550.0,47,32,29,12,0,14,97,2,1.33
Customer Support,Male,23,Technician,2014-10-22 08:03:05.556036,9,Bachelor,3,4550.0,30,8,27,12,75,16,40,2,4.49
Operations,Female,39,Technician,2015-02-21 08:03:05.556036,9,High School,5,5250.0,54,31,10,5,0,11,76,0,2.35
Sales,Male,48,Technician,2020-01-01 08:03:05.556036,4,Bachelor,5,5250.0,44,9,18,14,25,1,69,1,3.79
Legal,Female,52,Technician,2023-03-24 08:03:05.556036,1,Bachelor,4,4900.0,56,19,13,2,100,14,68,1,3.3
HR,Male,57,Technician,2018-11-14 08:03:05.556036,5,High School,1,3850.0,60,37,7,7,100,18,14,0,3.49
HR,Male,22,Technician,2018-10-03 08:03:05.556036,5,PhD,1,3850.0,44,25,22,0,25,18,7,0,2.29
Sales,Male,31,Technician,2015-11-30 08:03:05.556036,8,Master,5,5250.0,57,28,8,6,0,11,23,2,4.71
IT,Female,53,Technician,2022-08-18 08:03:05.556036,2,Bachelor,4,4900.0,55,29,26,9,25,18,12,2,3.02
Finance,Female,57,Technician,2020-06-25 08:03:05.556036,4,Bachelor,5,5250.0,37,14,22,8,100,8,61,0,1.06
Customer Support,Female,41,Technician,2018-10-08 08:03:05.556036,5,Bachelor,2,4200.0,49,32,5,11,75,5,13,0,1.58
Operations,Male,24,Technician,2022-11-12 08:03:05.556036,1,Master,5,5250.0,31,24,14,2,75,5,36,0,1.85
Marketing,Other,53,Technician,2024-01-28 08:03:05.556036,0,Bachelor,5,5250.0,44,35,7,7,50,11,73,2,1.62
Customer Support,Male,42,Technician,2017-03-14 08:03:05.556036,7,Master,2,4200.0,33,9,8,4,75,11,91,1,3.65
Operations,Male,42,Technician,2024-05-02 08:03:05.556036,0,Bachelor,1,3850.0,34,47,28,12,100,9,4,0,4.44
Marketing,Female,38,Technician,2023-04-12 08:03:05.556036,1,High School,3,4550.0,43,33,20,0,100,17,8,1,2.46
Operations,Female,52,Technician,2016-08-13 08:03:05.556036,8,Bachelor,4,4900.0,60,17,3,14,0,6,71,1,2.66
Marketing,Male,49,Technician,2015-09-07 08:03:05.556036,9,High School,2,4200.0,42,32,13,5,0,11,60,2,3.53
Engineering,Male,57,Technician,2018-09-30 08:03:05.556036,5,Bachelor,3,4550.0,35,45,11,8,0,17,83,0,1.52
HR,Male,45,Technician,2017-05-24 08:03:05.556036,7,High School,5,5250.0,50,27,7,2,50,17,91,2,4.03
Legal,Female,24,Technician,2018-04-24 08:03:05.556036,6,High School,4,4900.0,50,0,3,4,100,15,9,0,2.08
IT,Male,47,Technician,2015-09-17 08:03:05.556036,8,High School,1,3850.0,34,30,19,9,100,5,52,2,3.16
Operations,Male,36,Technician,2022-02-21 08:03:05.556036,2,Bachelor,4,4900.0,48,27,3,0,50,7,18,0,1.18
Engineering,Male,42,Technician,2023-10-02 08:03:05.556036,0,Bachelor,4,4900.0,32,10,1,14,75,17,91,0,3.55
Customer Support,Male,39,Technician,2023-05-26 08:03:05.556036,1,Bachelor,5,5250.0,57,41,18,4,25,1,71,0,2.87
Legal,Female,54,Technician,2020-02-16 08:03:05.556036,4,Bachelor,2,4200.0,56,30,18,7,0,16,22,0,4.71
Legal,Male,51,Technician,2020-01-04 08:03:05.556036,4,High School,2,4200.0,45,35,8,4,75,10,99,1,2.6
Finance,Male,59,Technician,2024-04-11 08:03:05.556036,0,High School,5,5250.0,60,42,14,4,100,3,20,1,4.62
Sales,Other,55,Technician,2017-03-10 08:03:05.556036,7,High School,2,4200.0,48,43,26,13,50,9,13,0,1.78
Marketing,Male,50,Technician,2020-09-17 08:03:05.556036,3,Bachelor,4,4900.0,42,22,21,0,75,15,22,0,1.09
Legal,Male,52,Technician,2024-08-10 08:03:05.556036,0,Bachelor,1,3850.0,57,18,10,5,25,2,21,2,2.01
Sales,Female,34,Technician,2016-12-06 08:03:05.556036,7,Bachelor,5,5250.0,57,21,12,14,100,1,53,0,3.54
Sales,Male,27,Technician,2024-01-04 08:03:05.556036,0,PhD,3,4550.0,37,40,20,8,50,1,64,2,4.61
Sales,Male,28,Technician,2018-05-02 08:03:05.556036,6,Master,3,4550.0,38,42,23,14,25,11,20,2,1.29
Marketing,Male,55,Technician,2022-03-17 08:03:05.556036,2,Bachelor,1,3850.0,57,48,4,3,75,10,47,2,2.32
Engineering,Male,47,Technician,2021-04-19 08:03:05.556036,3,High School,4,4900.0,50,4,19,7,100,14,96,0,4.61
Customer Support,Female,59,Technician,2022-06-29 08:03:05.556036,2,High School,3,4550.0,35,17,5,3,75,18,16,1,4.34
Finance,Female,35,Technician,2015-09-19 08:03:05.556036,8,High School,2,4200.0,43,32,22,6,50,19,90,1,1.3
Engineering,Female,59,Technician,2021-04-11 08:03:05.556036,3,High School,1,3850.0,35,2,3,6,50,11,11,2,1.23
Operations,Other,41,Technician,2017-10-29 08:03:05.556036,6,High School,2,4200.0,53,20,9,7,0,7,77,2,2.47
Engineering,Male,29,Technician,2020-03-20 08:03:05.556036,4,Bachelor,1,3850.0,41,37,13,5,75,17,96,2,2.48
Sales,Male,25,Technician,2023-05-11 08:03:05.556036,1,High School,2,4200.0,46,46,28,7,0,9,28,0,1.53
Legal,Female,38,Technician,2021-04-05 08:03:05.556036,3,High School,1,3850.0,38,8,19,6,0,2,15,1,2.66
Marketing,Male,56,Technician,2020-09-26 08:03:05.556036,3,High School,4,4900.0,47,14,3,9,100,7,88,2,2.23
Engineering,Female,34,Technician,2020-11-09 08:03:05.556036,3,PhD,3,4550.0,39,29,12,11,25,3,38,0,4.2
Finance,Female,58,Technician,2015-07-01 08:03:05.556036,9,Bachelor,5,5250.0,48,42,22,3,50,14,14,1,3.31
Sales,Male,33,Technician,2016-03-11 08:03:05.556036,8,Bachelor,3,4550.0,57,44,8,4,75,11,76,2,4.88
Finance,Male,26,Technician,2023-06-01 08:03:05.556036,1,Bachelor,2,4200.0,36,6,11,9,75,6,66,2,3.95
Marketing,Female,55,Technician,2018-11-03 08:03:05.556036,5,Bachelor,3,4550.0,38,27,17,13,100,16,80,2,4.6
Finance,Male,57,Technician,2016-02-27 08:03:05.556036,8,Bachelor,4,4900.0,51,49,16,4,0,15,20,2,4.37
Operations,Female,46,Technician,2016-06-12 08:03:05.556036,8,Bachelor,3,4550.0,58,33,12,5,100,10,4,0,4.66
Finance,Other,59,Technician,2024-02-22 08:03:05.556036,0,High School,5,5250.0,56,12,10,6,100,4,37,2,3.57
Engineering,Female,44,Technician,2022-02-25 08:03:05.556036,2,Bachelor,2,4200.0,42,37,18,4,100,6,94,0,2.99
Operations,Male,43,Technician,2022-04-22 08:03:05.556036,2,Bachelor,2,4200.0,43,40,4,4,25,19,34,1,3.51
Sales,Other,51,Technician,2016-01-06 08:03:05.556036,8,Bachelor,5,5250.0,38,35,18,13,100,5,83,1,3.2
Legal,Male,25,Technician,2018-05-10 08:03:05.556036,6,Master,2,4200.0,42,35,5,1,100,18,91,0,3.86
Engineering,Male,24,Technician,2015-03-08 08:03:05.556036,9,High School,2,4200.0,33,11,22,12,0,6,31,1,1.26
Marketing,Male,48,Technician,2022-03-24 08:03:05.556036,2,Master,1,3850.0,53,13,19,1,75,10,16,0,1.85
HR,Other,33,Technician,2017-12-01 08:03:05.556036,6,Bachelor,1,3850.0,45,38,21,11,100,13,82,1,4.0
HR,Male,35,Technician,2023-01-02 08:03:05.556036,1,Bachelor,4,4900.0,47,11,27,10,25,16,38,0,2.05
Sales,Female,35,Technician,2020-05-14 08:03:05.556036,4,High School,2,4200.0,33,12,12,7,25,7,92,2,3.01
Sales,Female,36,Technician,2020-06-10 08:03:05.556036,4,High School,3,4550.0,32,44,12,4,0,3,65,1,3.27
Marketing,Male,60,Technician,2015-06-09 08:03:05.556036,9,High School,2,4200.0,32,5,6,3,25,14,88,0,3.82
Legal,Female,45,Technician,2023-09-24 08:03:05.556036,0,High School,5,5250.0,42,16,27,6,25,12,60,2,1.64
Engineering,Female,45,Technician,2018-12-11 08:03:05.556036,5,Bachelor,2,4200.0,44,15,26,12,25,9,95,1,1.51
Legal,Male,38,Technician,2023-02-19 08:03:05.556036,1,Master,4,4900.0,31,7,28,0,50,5,35,0,3.13
Operations,Female,33,Technician,2022-12-30 08:03:05.556036,1,Bachelor,1,3850.0,56,8,10,0,75,8,12,2,3.85
Marketing,Male,57,Technician,2021-02-11 08:03:05.556036,3,High School,1,3850.0,49,38,28,9,100,3,77,2,2.62
Operations,Female,52,Technician,2015-09-30 08:03:05.556036,8,Bachelor,1,3850.0,57,8,27,3,100,19,26,1,4.76
Sales,Male,41,Technician,2018-10-09 08:03:05.556036,5,High School,5,5250.0,38,7,7,10,25,12,60,0,3.37
Engineering,Female,24,Technician,2022-11-06 08:03:05.556036,1,Bachelor,4,4900.0,51,35,20,2,100,11,29,2,4.86
Operations,Male,40,Technician,2017-11-18 08:03:05.556036,6,Bachelor,2,4200.0,45,7,0,3,25,14,12,0,1.84
Sales,Other,51,Technician,2017-07-24 08:03:05.556036,7,High School,3,4550.0,44,2,27,6,25,7,97,2,2.06
Operations,Female,55,Technician,2019-10-20 08:03:05.556036,4,Master,1,3850.0,50,49,16,10,75,17,88,1,1.74
Customer Support,Male,29,Technician,2021-03-06 08:03:05.556036,3,Bachelor,1,3850.0,52,10,10,1,50,8,98,1,2.46
IT,Female,44,Technician,2017-02-17 08:03:05.556036,7,High School,3,4550.0,35,37,27,14,25,8,34,2,3.84
Customer Support,Male,52,Technician,2015-12-21 08:03:05.556036,8,High School,5,5250.0,46,7,27,13,100,2,46,2,3.21
Operations,Female,40,Technician,2018-02-19 08:03:05.556036,6,Bachelor,5,5250.0,40,8,7,11,25,10,44,1,4.86
Finance,Male,26,Technician,2023-04-26 08:03:05.556036,1,High School,4,4900.0,51,37,28,12,50,3,91,2,1.19
Finance,Male,52,Technician,2020-09-15 08:03:05.556036,3,Bachelor,1,3850.0,49,49,21,13,25,4,23,1,3.0
Sales,Male,60,Technician,2019-06-01 08:03:05.556036,5,Bachelor,4,4900.0,48,0,3,2,100,5,13,2,1.44
Operations,Male,25,Technician,2016-08-28 08:03:05.556036,8,High School,3,4550.0,30,40,16,12,75,1,21,1,3.71
HR,Female,41,Technician,2015-01-16 08:03:05.556036,9,Bachelor,4,4900.0,32,37,21,5,25,17,69,1,2.15
Operations,Male,55,Technician,2017-11-15 08:03:05.556036,6,Bachelor,4,4900.0,53,11,12,13,100,17,88,2,4.27
Sales,Male,44,Technician,2019-07-27 08:03:05.556036,5,Master,2,4200.0,41,19,1,2,50,5,53,0,2.84
Customer Support,Male,39,Technician,2023-03-27 08:03:05.556036,1,Bachelor,1,3850.0,49,16,5,10,75,18,51,2,3.03
Marketing,Male,33,Technician,2015-06-17 08:03:05.556036,9,Bachelor,4,4900.0,59,13,17,11,50,16,50,0,4.15
Operations,Female,50,Technician,2017-06-20 08:03:05.556036,7,Bachelor,5,5250.0,38,28,8,9,25,7,31,2,2.55
Finance,Male,37,Technician,2022-06-09 08:03:05.556036,2,Bachelor,1,3850.0,49,35,9,3,75,2,21,2,4.83
IT,Female,28,Technician,2023-02-25 08:03:05.556036,1,Bachelor,5,5250.0,55,7,17,5,25,2,63,0,1.25
IT,Female,54,Technician,2023-07-15 08:03:05.556036,1,High School,1,3850.0,33,4,28,10,25,10,97,2,4.2
Engineering,Female,36,Technician,2016-07-27 08:03:05.556036,8,Bachelor,1,3850.0,56,30,9,2,0,3,70,1,4.1
Operations,Female,55,Technician,2018-10-16 08:03:05.556036,5,Bachelor,3,4550.0,47,25,17,4,100,13,12,1,3.46
HR,Male,37,Technician,2018-03-24 08:03:05.556036,6,High School,2,4200.0,32,23,7,5,100,12,25,2,2.15
Legal,Male,33,Technician,2020-02-06 08:03:05.556036,4,High School,2,4200.0,52,48,26,0,25,17,24,2,2.89
Customer Support,Male,45,Technician,2022-01-11 08:03:05.556036,2,High School,5,5250.0,43,8,3,5,50,17,26,1,1.01
Marketing,Female,26,Technician,2022-04-15 08:03:05.556036,2,Bachelor,4,4900.0,44,37,21,2,100,4,94,2,1.42
Engineering,Male,34,Technician,2018-12-03 08:03:05.556036,5,Bachelor,4,4900.0,43,44,16,4,50,6,27,2,1.07
Legal,Male,29,Technician,2021-01-30 08:03:05.556036,3,Bachelor,5,5250.0,59,37,4,3,50,7,31,2,1.99
Operations,Male,34,Technician,2018-01-30 08:03:05.556036,6,Bachelor,3,4550.0,53,9,20,13,75,17,63,1,1.16
Engineering,Male,52,Technician,2016-01-24 08:03:05.556036,8,Master,2,4200.0,60,28,29,10,0,9,56,1,2.98
Finance,Male,30,Technician,2022-01-29 08:03:05.556036,2,Bachelor,3,4550.0,35,31,0,8,25,12,43,0,1.06
