Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
Customer Support,Male,25,Analyst,2017-08-01 08:03:05.556036,7,Bachelor,4,5600.0,40,42,14,9,100,16,47,0,1.14
HR,Female,37,Analyst,2016-03-17 08:03:05.556036,8,Bachelor,4,5600.0,46,18,0,9,0,10,12,0,2.32
IT,Female,45,Analyst,2021-04-10 08:03:05.556036,3,Bachelor,2,4800.0,57,28,26,2,50,15,85,0,1.48
HR,Female,55,Analyst,2021-02-04 08:03:05.556036,3,Bachelor,5,6000.0,43,14,22,6,75,17,42,2,3.45
Finance,Male,45,Analyst,2014-09-21 08:03:05.556036,9,Bachelor,5,6000.0,30,12,14,9,100,8,26,1,2.41
Customer Support,Male,52,Analyst,2020-04-09 08:03:05.556036,4,Bachelor,2,4800.0,34,19,18,6,75,14,37,0,2.63
Legal,Female,22,Analyst,2018-07-06 08:03:05.556036,6,High School,4,5600.0,42,7,11,5,25,2,7,0,4.77
Legal,Male,32,Analyst,2021-02-14 08:03:05.556036,3,Bachelor,1,4400.0,45,35,25,12,100,12,52,0,4.98
Customer Support,Female,27,Analyst,2022-06-10 08:03:05.556036,2,High School,3,5200.0,56,34,28,3,25,2,80,1,2.06
Finance,Female,57,Analyst,2022-02-25 08:03:05.556036,2,Master,4,5600.0,58,38,10,6,25,14,58,0,4.13
Marketing,Male,32,Analyst,2015-11-26 08:03:05.556036,8,Master,4,5600.0,36,12,9,11,75,12,91,2,2.65
IT,Female,47,Analyst,2021-10-05 08:03:05.556036,2,Bachelor,2,4800.0,38,44,4,3,50,11,31,2,1.04
HR,Female,43,Analyst,2021-05-12 08:03:05.556036,3,Bachelor,2,4800.0,57,36,5,4,100,19,37,1,4.81
Sales,Female,57,Analyst,2019-02-16 08:03:05.556036,5,Bachelor,1,4400.0,51,15,15,13,25,19,36,0,2.5
Finance,Male,34,Analyst,2015-08-08 08:03:05.556036,9,Bachelor,5,6000.0,50,37,21,6,0,14,66,0,4.91
Sales,Male,56,Analyst,2021-02-06 08:03:05.556036,3,Bachelor,3,5200.0,31,25,29,1,100,3,46,1,2.26
Customer Support,Female,30,Analyst,2023-02-18 08:03:05.556036,1,PhD,1,4400.0,34,36,1,0,75,9,76,0,4.39
Sales,Female,57,Analyst,2019-08-05 08:03:05.556036,5,Bachelor,5,6000.0,57,40,17,12,100,13,19,2,2.01
Engineering,Male,46,Analyst,2021-02-16 08:03:05.556036,3,Bachelor,1,4400.0,31,0,5,1,100,7,20,1,4.98
Sales,Female,58,Analyst,2021-10-01 08:03:05.556036,2,Master,1,4400.0,35,29,28,13,25,2,30,0,3.65
Sales,Male,42,Analyst,2023-09-19 08:03:05.556036,0,High School,4,5600.0,50,9,14,1,0,15,71,2,1.22
Finance,Male,24,Analyst,2018-08-25 08:03:05.556036,6,High School,4,5600.0,39,15,15,10,75,16,87,1,2.74
Customer Support,Female,27,Analyst,2020-09-25 08:03:05.556036,3,Bachelor,3,5200.0,52,20,1,6,0,17,86,0,3.92
Operations,Female,58,Analyst,2017-11-17 08:03:05.556036,6,Bachelor,3,5200.0,46,15,19,10,75,1,73,0,2.72
HR,Female,54,Analyst,2019-04-05 08:03:05.556036,5,Bachelor,3,5200.0,50,15,9,3,100,4,97,2,3.72
Legal,Female,44,Analyst,2022-09-19 08:03:05.556036,1,Bachelor,2,4800.0,55,15,18,13,0,13,41,1,3.33
HR,Female,43,Analyst,2016-05-14 08:03:05.556036,8,Bachelor,1,4400.0,55,9,16,13,75,18,80,0,1.08
HR,Male,40,Analyst,2021-10-14 08:03:05.556036,2,PhD,2,4800.0,42,30,10,5,50,16,24,2,3.01
IT,Male,52,Analyst,2020-02-16 08:03:05.556036,4,Bachelor,2,4800.0,55,47,28,12,25,15,51,1,4.39
Engineering,Male,29,Analyst,2018-05-05 08:03:05.556036,6,High School,4,5600.0,41,5,23,2,25,5,47,2,4.79
Marketing,Male,35,Analyst,2017-11-20 08:03:05.556036,6,Bachelor,1,4400.0,43,18,10,11,25,12,26,0,3.78
Engineering,Male,49,Analyst,2019-03-24 08:03:05.556036,5,Bachelor,2,4800.0,49,33,4,3,75,3,54,0,2.26
HR,Male,30,Analyst,2020-11-01 08:03:05.556036,3,Master,4,5600.0,58,36,17,0,0,9,7,2,4.33
Operations,Male,28,Analyst,2020-07-17 08:03:05.556036,4,Bachelor,3,5200.0,56,37,28,11,50,11,98,2,2.54
Operations,Male,36,Analyst,2018-01-26 08:03:05.556036,6,High School,5,6000.0,43,26,23,5,50,13,48,1,2.42
HR,Male,32,Analyst,2018-06-06 08:03:05.556036,6,Bachelor,2,4800.0,43,37,25,14,0,2,10,0,1.81
Finance,Female,42,Analyst,2019-08-11 08:03:05.556036,5,Master,4,5600.0,37,1,2,0,50,18,11,2,3.21
Engineering,Male,35,Analyst,2019-06-19 08:03:05.556036,5,High School,4,5600.0,51,25,18,6,50,17,48,0,2.95
Marketing,Male,27,Analyst,2020-09-25 08:03:05.556036,3,Bachelor,5,6000.0,46,48,15,5,0,19,97,0,3.38
Finance,Female,58,Analyst,2014-09-13 08:03:05.556036,9,High School,1,4400.0,52,24,0,3,0,11,39,2,1.15
Customer Support,Female,52,Analyst,2015-09-29 08:03:05.556036,8,High School,1,4400.0,53,38,23,10,25,6,28,1,2.61
Sales,Other,58,Analyst,2024-09-01 08:03:05.556036,0,Bachelor,3,5200.0,52,12,5,4,25,18,31,0,2.95
Customer Support,Female,45,Analyst,2016-12-20 08:03:05.556036,7,Master,3,5200.0,54,16,22,0,100,17,17,2,2.57
Finance,Male,60,Analyst,2018-04-29 08:03:05.556036,6,High School,5,6000.0,42,33,6,12,0,19,19,1,2.9
Engineering,Male,56,Analyst,2022-02-23 08:03:05.556036,2,Bachelor,1,4400.0,40,15,0,6,0,17,12,2,3.58
Sales,Female,35,Analyst,2019-01-03 08:03:05.556036,5,Master,3,5200.0,60,36,25,14,25,15,3,0,3.31
HR,Female,26,Analyst,2018-12-15 08:03:05.556036,5,Bachelor,2,4800.0,34,12,6,14,50,15,56,0,2.21
Finance,Female,35,Analyst,2021-10-08 08:03:05.556036,2,Bachelor,4,5600.0,40,0,20,5,100,13,92,1,3.97
Marketing,Male,50,Analyst,2021-11-12 08:03:05.556036,2,High School,5,6000.0,43,12,7,6,75,7,5,1,4.86
Engineering,Male,54,Analyst,2018-12-13 08:03:05.556036,5,Bachelor,3,5200.0,47,20,19,14,25,5,35,1,2.4
Marketing,Male,59,Analyst,2015-07-07 08:03:05.556036,9,High School,1,4400.0,59,10,6,3,0,11,20,0,2.16
Marketing,Male,43,Analyst,2021-06-15 08:03:05.556036,3,High School,5,6000.0,45,49,11,11,50,18,62,0,1.34
HR,Male,33,Analyst,2018-05-12 08:03:05.556036,6,Bachelor,4,5600.0,33,16,28,1,50,11,25,2,1.99
Customer Support,Female,46,Analyst,2015-03-24 08:03:05.556036,9,Master,1,4400.0,41,49,24,5,25,15,8,2,3.96
Sales,Female,41,Analyst,2019-01-21 08:03:05.556036,5,Bachelor,3,5200.0,45,0,1,7,0,15,77,1,1.96
HR,Female,48,Analyst,2023-10-12 08:03:05.556036,0,Bachelor,1,4400.0,43,41,16,8,0,2,37,1,2.55
Finance,Other,47,Analyst,2016-08-30 08:03:05.556036,8,Bachelor,4,5600.0,47,19,8,0,50,6,24,2,2.95
Operations,Male,39,Analyst,2014-10-24 08:03:05.556036,9,High School,1,4400.0,40,1,11,5,25,18,89,2,3.18
HR,Male,27,Analyst,2015-12-04 08:03:05.556036,8,High School,5,6000.0,31,27,7,8,100,7,81,2,4.24
Finance,Male,35,Analyst,2020-11-22 08:03:05.556036,3,High School,1,4400.0,41,2,15,3,100,16,94,2,2.69
Sales,Male,46,Analyst,2015-07-19 08:03:05.556036,9,High School,1,4400.0,57,48,16,3,75,12,18,1,2.66
Engineering,Female,47,Analyst,2020-11-19 08:03:05.556036,3,High School,1,4400.0,40,8,9,5,75,2,29,1,1.89
Sales,Male,59,Analyst,2016-10-10 08:03:05.556036,7,High School,1,4400.0,56,9,7,14,0,7,30,0,3.02
Finance,Female,53,Analyst,2024-05-27 08:03:05.556036,0,Bachelor,5,6000.0,42,0,26,3,100,14,83,2,4.64
Engineering,Male,44,Analyst,2014-11-07 08:03:05.556036,9,Bachelor,2,4800.0,37,18,26,14,0,14,33,0,1.69
Sales,Female,44,Analyst,2022-06-08 08:03:05.556036,2,Bachelor,5,6000.0,52,7,5,9,100,7,96,0,1.47
Customer Support,Male,40,Analyst,2023-06-10 08:03:05.556036,1,High School,4,5600.0,57,48,28,2,50,9,56,2,2.53
Marketing,Male,42,Analyst,2016-07-27 08:03:05.556036,8,Bachelor,2,4800.0,53,27,21,14,75,6,63,1,4.09
Customer Support,Female,43,Analyst,2023-01-28 08:03:05.556036,1,Bachelor,4,5600.0,39,48,25,5,25,7,4,2,1.04
IT,Female,51,Analyst,2017-01-31 08:03:05.556036,7,Master,4,5600.0,31,40,5,3,25,10,89,1,2.63
HR,Female,49,Analyst,2020-11-24 08:03:05.556036,3,Bachelor,2,4800.0,46,5,12,11,100,13,68,1,2.64
HR,Male,34,Analyst,2020-07-07 08:03:05.556036,4,High School,5,6000.0,34,26,15,9,25,9,68,0,1.52
Engineering,Female,60,Analyst,2021-05-08 08:03:05.556036,3,Bachelor,3,5200.0,42,32,12,5,75,9,68,1,4.4
Sales,Female,33,Analyst,2020-02-19 08:03:05.556036,4,High School,2,4800.0,37,33,0,9,75,16,7,2,3.15
Operations,Male,48,Analyst,2019-07-28 08:03:05.556036,5,Master,3,5200.0,52,23,5,2,100,13,64,2,2.27
Engineering,Female,26,Analyst,2018-02-05 08:03:05.556036,6,PhD,4,5600.0,40,18,27,1,75,8,55,1,2.29
Customer Support,Female,48,Analyst,2020-04-13 08:03:05.556036,4,Bachelor,1,4400.0,35,11,11,14,25,8,50,1,2.55
Sales,Female,28,Analyst,2023-04-04 08:03:05.556036,1,Bachelor,3,5200.0,51,25,28,14,100,3,34,1,2.24
Operations,Male,34,Analyst,2014-10-13 08:03:05.556036,9,High School,1,4400.0,39,20,19,7,25,16,54,2,2.98
Finance,Female,47,Analyst,2016-02-20 08:03:05.556036,8,Bachelor,5,6000.0,30,24,8,12,0,6,88,1,1.32
Marketing,Male,39,Analyst,2019-10-01 08:03:05.556036,4,High School,1,4400.0,33,24,20,14,50,16,21,0,1.17
Legal,Female,53,Analyst,2016-08-15 08:03:05.556036,8,High School,3,5200.0,58,49,10,9,25,16,45,0,2.38
HR,Female,45,Analyst,2018-09-29 08:03:05.556036,5,Bachelor,1,4400.0,48,18,16,12,25,1,84,1,4.87
Finance,Female,59,Analyst,2016-02-29 08:03:05.556036,8,Bachelor,1,4400.0,47,3,5,5,75,6,18,0,4.12
Customer Support,Female,57,Analyst,2016-07-08 08:03:05.556036,8,Bachelor,1,4400.0,46,18,12,3,50,15,30,2,3.27
Sales,Male,22,Analyst,2022-09-18 08:03:05.556036,1,Bachelor,1,4400.0,51,3,2,9,0,6,59,2,1.3
Finance,Female,36,Analyst,2023-04-16 08:03:05.556036,1,Bachelor,4,5600.0,32,36,21,0,100,9,77,1,3.05
Legal,Male,49,Analyst,2024-06-11 08:03:05.556036,0,Bachelor,1,4400.0,40,20,21,7,0,10,24,0,1.74
Customer Support,Female,52,Analyst,2017-06-10 08:03:05.556036,7,Bachelor,5,6000.0,53,48,19,14,75,4,35,2,2.5
Sales,Female,60,Analyst,2020-12-07 08:03:05.556036,3,Bachelor,2,4800.0,48,49,9,7,100,3,89,0,4.79
Engineering,Male,53,Analyst,2020-08-12 08:03:05.556036,4,High School,2,4800.0,45,44,26,4,100,14,56,2,4.37
Engineering,Male,45,Analyst,2018-09-07 08:03:05.556036,5,Master,3,5200.0,49,7,29,13,50,3,65,1,2.92
Engineering,Male,59,Analyst,2022-02-17 08:03:05.556036,2,Bachelor,4,5600.0,44,40,18,5,75,14,66,0,4.83
Engineering,Female,30,Analyst,2020-08-22 08:03:05.556036,4,PhD,1,4400.0,34,33,14,14,75,4,56,2,2.05
Engineering,Male,59,Analyst,2023-06-24 08:03:05.556036,1,High School,5,6000.0,51,41,4,13,100,9,47,2,4.61
IT,Female,54,Analyst,2023-04-22 08:03:05.556036,1,Master,3,5200.0,55,14,8,2,100,11,64,1,3.73
HR,Female,28,Analyst,2018-02-05 08:03:05.556036,6,High School,1,4400.0,45,4,25,6,75,1,14,0,4.96
IT,Female,52,Analyst,2015-11-07 08:03:05.556036,8,Bachelor,4,5600.0,31,36,28,8,75,11,87,1,2.98
Engineering,Male,33,Analyst,2022-10-01 08:03:05.556036,1,Master,1,4400.0,59,40,25,4,50,15,27,2,4.08
Sales,Male,25,Analyst,2024-06-05 08:03:05.556036,0,High School,3,5200.0,41,36,27,1,0,3,27,0,2.68
Legal,Other,51,Analyst,2015-06-30 08:03:05.556036,9,Master,4,5600.0,44,20,10,10,75,5,49,1,4.35
HR,Female,43,Analyst,2020-05-25 08:03:05.556036,4,Bachelor,1,4400.0,30,3,22,1,100,6,27,0,2.25
Finance,Female,54,Analyst,2022-04-15 08:03:05.556036,2,Bachelor,2,4800.0,57,39,23,4,50,4,23,0,3.85
Legal,Male,38,Analyst,2021-01-02 08:03:05.556036,3,High School,5,6000.0,59,49,1,14,75,11,37,2,2.71
Finance,Male,37,Analyst,2020-12-11 08:03:05.556036,3,Bachelor,2,4800.0,43,0,14,13,50,9,62,2,4.1
Customer Support,Female,35,Analyst,2021-03-28 08:03:05.556036,3,High School,4,5600.0,52,6,2,10,100,13,99,2,3.77
Legal,Female,45,Analyst,2016-05-01 08:03:05.556036,8,Bachelor,3,5200.0,45,29,3,11,75,11,96,1,1.14
Customer Support,Female,59,Analyst,2023-11-13 08:03:05.556036,0,Master,5,6000.0,47,48,10,6,50,14,35,0,3.66
Engineering,Female,57,Analyst,2017-09-25 08:03:05.556036,6,Bachelor,3,5200.0,31,2,3,10,0,1,74,2,3.06
Operations,Male,59,Analyst,2024-05-10 08:03:05.556036,0,Bachelor,4,5600.0,41,37,29,4,75,6,13,2,3.28
HR,Female,54,Analyst,2016-02-04 08:03:05.556036,8,PhD,2,4800.0,31,2,7,10,25,15,10,0,4.88
HR,Female,53,Analyst,2018-12-28 08:03:05.556036,5,Master,4,5600.0,30,24,4,3,25,14,16,0,3.6
Operations,Female,49,Analyst,2023-12-14 08:03:05.556036,0,PhD,2,4800.0,45,26,6,11,100,19,77,0,3.31
Marketing,Female,32,Analyst,2023-01-24 08:03:05.556036,1,High School,1,4400.0,39,29,28,6,75,4,1,0,4.68
Marketing,Male,38,Analyst,2020-01-25 08:03:05.556036,4,PhD,1,4400.0,32,18,26,4,75,5,63,1,3.87
Marketing,Male,25,Analyst,2015-02-07 08:03:05.556036,9,Bachelor,2,4800.0,39,24,23,8,50,2,2,1,3.93
IT,Female,59,Analyst,2024-05-24 08:03:05.556036,0,High School,1,4400.0,44,46,2,8,100,7,73,1,4.11
Legal,Male,35,Analyst,2015-07-05 08:03:05.556036,9,High School,4,5600.0,54,40,11,2,50,9,58,2,1.57
HR,Male,36,Analyst,2019-12-26 08:03:05.556036,4,Master,5,6000.0,57,1,9,14,75,10,7,1,2.1
Customer Support,Female,52,Analyst,2022-12-27 08:03:05.556036,1,High School,4,5600.0,51,29,14,1,100,17,69,0,4.13
Marketing,Male,50,Analyst,2019-11-01 08:03:05.556036,4,High School,4,5600.0,54,2,28,8,100,4,55,1,1.79
Marketing,Male,26,Analyst,2021-09-20 08:03:05.556036,2,High School,4,5600.0,42,22,22,11,50,13,35,0,1.34
Customer Support,Female,44,Analyst,2021-05-31 08:03:05.556036,3,Bachelor,2,4800.0,46,39,18,0,0,2,24,1,3.44
Engineering,Male,41,Analyst,2024-06-02 08:03:05.556036,0,Bachelor,3,5200.0,32,4,12,9,25,14,77,2,2.01
Customer Support,Male,27,Analyst,2024-05-23 08:03:05.556036,0,Bachelor,1,4400.0,53,7,21,9,100,13,76,1,4.91
Legal,Male,53,Analyst,2015-05-15 08:03:05.556036,9,Master,1,4400.0,40,7,5,8,50,13,33,1,3.03
HR,Female,43,Analyst,2017-01-25 08:03:05.556036,7,Master,1,4400.0,45,16,26,3,100,19,61,2,1.84
HR,Female,41,Analyst,2021-02-27 08:03:05.556036,3,High School,4,5600.0,48,36,29,3,0,14,40,1,1.37
Finance,Male,43,Analyst,2023-09-06 08:03:05.556036,0,High School,2,4800.0,33,36,18,8,75,19,65,2,4.74
IT,Female,42,Analyst,2020-08-05 08:03:05.556036,4,Master,2,4800.0,51,15,15,10,100,3,61,2,4.93
Sales,Male,28,Analyst,2024-06-08 08:03:05.556036,0,High School,5,6000.0,47,35,26,12,0,7,13,1,2.06
HR,Male,32,Analyst,2015-09-11 08:03:05.556036,8,High School,2,4800.0,39,3,4,7,75,19,76,2,3.75
Operations,Male,31,Analyst,2018-03-24 08:03:05.556036,6,High School,3,5200.0,42,11,26,12,50,16,14,1,1.43
Engineering,Female,52,Analyst,2022-12-04 08:03:05.556036,1,Bachelor,2,4800.0,35,31,22,12,0,13,31,0,2.15
Marketing,Female,52,Analyst,2017-01-28 08:03:05.556036,7,High School,3,5200.0,45,3,9,4,50,17,42,1,3.31
Finance,Male,28,Analyst,2017-04-04 08:03:05.556036,7,High School,4,5600.0,52,6,18,2,50,12,19,2,1.73
Customer Support,Female,49,Analyst,2022-01-08 08:03:05.556036,2,High School,5,6000.0,46,49,17,7,0,13,40,2,4.3
Legal,Female,53,Analyst,2017-06-02 08:03:05.556036,7,Bachelor,3,5200.0,30,44,4,13,0,11,74,1,3.12
Finance,Male,26,Analyst,2022-01-24 08:03:05.556036,2,Bachelor,2,4800.0,57,10,8,3,100,4,42,0,1.59
Operations,Female,57,Analyst,2018-12-03 08:03:05.556036,5,Bachelor,3,5200.0,56,46,2,7,100,5,80,1,2.58
IT,Male,46,Analyst,2014-11-10 08:03:05.556036,9,Bachelor,1,4400.0,46,4,9,1,25,2,44,0,4.66
IT,Female,60,Analyst,2020-06-23 08:03:05.556036,4,Master,3,5200.0,57,9,21,13,0,1,45,1,2.39
Engineering,Female,56,Analyst,2018-10-11 08:03:05.556036,5,Master,3,5200.0,47,16,11,7,75,14,18,0,4.71
Finance,Male,39,Analyst,2019-06-09 08:03:05.556036,5,Master,2,4800.0,50,13,11,2,0,12,66,2,4.26
Customer Support,Male,45,Analyst,2022-12-26 08:03:05.556036,1,Bachelor,1,4400.0,35,18,13,12,75,13,40,0,3.33
Engineering,Female,36,Analyst,2021-07-22 08:03:05.556036,3,High School,4,5600.0,59,44,14,14,75,17,91,1,4.02
HR,Male,58,Analyst,2019-12-30 08:03:05.556036,4,Master,3,5200.0,57,12,16,3,0,11,17,0,3.28
Legal,Male,54,Analyst,2014-11-14 08:03:05.556036,9,Bachelor,2,4800.0,51,16,2,1,100,19,6,2,1.54
HR,Male,32,Analyst,2014-12-09 08:03:05.556036,9,PhD,3,5200.0,58,42,19,3,0,10,57,1,3.68
IT,Male,32,Analyst,2021-08-11 08:03:05.556036,3,High School,2,4800.0,36,36,21,10,50,1,47,0,1.59
Marketing,Male,40,Analyst,2019-08-06 08:03:05.556036,5,Bachelor,3,5200.0,44,2,14,11,75,8,70,1,4.24
Legal,Female,24,Analyst,2020-12-05 08:03:05.556036,3,High School,1,4400.0,48,20,29,2,25,11,82,2,4.09
Legal,Female,27,Analyst,2023-12-24 08:03:05.556036,0,PhD,5,6000.0,32,18,18,5,50,16,76,1,4.2
IT,Female,31,Analyst,2021-07-07 08:03:05.556036,3,Bachelor,3,5200.0,33,23,1,3,100,11,40,2,4.89
Operations,Female,42,Analyst,2017-10-21 08:03:05.556036,6,PhD,4,5600.0,54,5,4,8,75,4,22,1,4.4
Finance,Male,39,Analyst,2024-05-03 08:03:05.556036,0,High School,2,4800.0,45,11,28,0,75,1,32,1,3.14
Operations,Male,47,Analyst,2016-09-15 08:03:05.556036,7,Bachelor,3,5200.0,50,12,9,10,0,7,20,2,2.26
Operations,Male,39,Analyst,2017-01-04 08:03:05.556036,7,Bachelor,3,5200.0,58,35,14,2,100,6,76,1,3.45
Engineering,Male,42,Analyst,2016-05-07 08:03:05.556036,8,Bachelor,3,5200.0,49,31,28,6,75,15,66,0,4.28
Legal,Male,53,Analyst,2016-02-09 08:03:05.556036,8,Bachelor,1,4400.0,37,49,29,13,0,18,93,0,4.99
Sales,Other,44,Analyst,2016-02-16 08:03:05.556036,8,High School,5,6000.0,54,18,16,6,100,4,92,1,2.77
IT,Female,29,Analyst,2016-09-15 08:03:05.556036,7,Master,4,5600.0,36,29,1,6,25,2,42,0,3.59
HR,Male,38,Analyst,2020-09-30 08:03:05.556036,3,Bachelor,4,5600.0,57,11,29,3,75,4,31,2,2.06
Marketing,Male,43,Analyst,2017-09-04 08:03:05.556036,7,Bachelor,3,5200.0,42,34,19,14,75,3,48,2,2.03
Marketing,Female,29,Analyst,2018-03-07 08:03:05.556036,6,Bachelor,1,4400.0,54,27,12,2,50,2,17,0,1.95
Engineering,Male,48,Analyst,2020-02-02 08:03:05.556036,4,PhD,5,6000.0,30,27,16,4,25,9,37,0,3.67
Marketing,Male,50,Analyst,2015-11-25 08:03:05.556036,8,Bachelor,1,4400.0,52,0,12,14,75,14,25,1,4.48
IT,Male,49,Analyst,2024-09-02 08:03:05.556036,0,Bachelor,3,5200.0,50,34,27,3,50,1,40,1,2.15
Legal,Female,30,Analyst,2018-06-20 08:03:05.556036,6,Bachelor,3,5200.0,56,42,13,13,50,10,45,0,3.01
Customer Support,Female,41,Analyst,2017-02-16 08:03:05.556036,7,Master,2,4800.0,38,41,15,5,25,12,74,0,4.69
Customer Support,Other,39,Analyst,2020-07-16 08:03:05.556036,4,Bachelor,1,4400.0,34,41,21,10,75,17,17,1,1.6
Sales,Female,51,Analyst,2022-09-25 08:03:05.556036,1,PhD,3,5200.0,36,16,5,0,25,8,34,1,3.99
Marketing,Female,50,Analyst,2019-10-17 08:03:05.556036,4,High School,3,5200.0,37,25,19,2,50,3,85,2,3.14
Sales,Male,30,Analyst,2023-03-27 08:03:05.556036,1,Bachelor,4,5600.0,33,17,15,3,100,16,16,0,1.6
Operations,Female,55,Analyst,2018-12-26 08:03:05.556036,5,High School,2,4800.0,56,0,22,14,50,5,1,1,4.95
Sales,Female,37,Analyst,2021-03-23 08:03:05.556036,3,Bachelor,5,6000.0,36,12,4,9,25,4,83,1,1.46
Finance,Male,48,Analyst,2015-04-26 08:03:05.556036,9,Bachelor,4,5600.0,39,7,0,11,50,10,86,2,4.59
Marketing,Female,41,Analyst,2023-02-19 08:03:05.556036,1,Master,3,5200.0,41,35,4,3,50,18,17,0,3.19
Legal,Male,52,Analyst,2020-04-21 08:03:05.556036,4,Master,5,6000.0,60,5,14,13,50,12,24,0,3.76
Sales,Male,26,Analyst,2020-01-28 08:03:05.556036,4,Bachelor,3,5200.0,44,16,9,7,100,13,89,0,1.77
HR,Female,50,Analyst,2021-04-24 08:03:05.556036,3,High School,1,4400.0,60,13,13,1,25,19,69,1,4.39
Legal,Female,39,Analyst,2019-07-25 08:03:05.556036,5,High School,2,4800.0,49,33,4,4,25,5,88,0,3.71
Marketing,Female,56,Analyst,2018-08-15 08:03:05.556036,6,Bachelor,3,5200.0,59,27,8,2,75,12,28,1,2.86
Operations,Other,47,Analyst,2022-05-25 08:03:05.556036,2,High School,3,5200.0,53,13,27,2,100,15,3,1,4.9
Customer Support,Female,34,Analyst,2021-06-06 08:03:05.556036,3,Bachelor,3,5200.0,51,47,23,12,75,12,5,0,4.45
Finance,Female,49,Analyst,2019-10-06 08:03:05.556036,4,High School,2,4800.0,52,49,24,6,0,3,62,1,4.06
Finance,Male,51,Analyst,2016-09-07 08:03:05.556036,7,High School,2,4800.0,44,34,1,2,75,19,19,1,3.36
Legal,Female,47,Analyst,2019-03-12 08:03:05.556036,5,Bachelor,3,5200.0,40,3,21,14,100,5,66,1,4.32
Sales,Male,39,Analyst,2018-12-02 08:03:05.556036,5,Bachelor,3,5200.0,50,0,12,1,25,11,84,1,1.96
HR,Male,53,Analyst,2023-12-21 08:03:05.556036,0,Master,2,4800.0,43,15,8,3,0,2,18,1,2.38
Customer Support,Female,30,Analyst,2019-07-16 08:03:05.556036,5,Bachelor,4,5600.0,51,27,9,9,25,3,80,2,2.99
Engineering,Male,46,Analyst,2016-12-12 08:03:05.556036,7,Bachelor,2,4800.0,33,23,11,14,50,14,85,1,2.1
Legal,Other,52,Analyst,2017-06-18 08:03:05.556036,7,High School,4,5600.0,51,37,8,12,50,2,94,2,3.88
