Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
Sales,Female,32,Technician,2015-05-19 08:03:05.556036,9,High School,2,4200.0,46,28,20,2,75,2,29,1,1.45
Sales,Male,28,Engineer,2022-05-19 08:03:05.556036,2,High School,4,8400.0,38,9,23,7,75,12,37,0,1.96
Sales,Male,26,Technician,2016-01-09 08:03:05.556036,8,Bachelor,5,5250.0,46,39,25,2,100,16,57,1,3.98
Sales,Male,39,Specialist,2021-02-05 08:03:05.556036,3,Bachelor,3,5850.0,39,40,22,6,0,8,19,0,1.52
Sales,Female,57,Analyst,2019-02-16 08:03:05.556036,5,Bachelor,1,4400.0,51,15,15,13,25,19,36,0,2.5
Sales,Male,56,Analyst,2021-02-06 08:03:05.556036,3,Bachelor,3,5200.0,31,25,29,1,100,3,46,1,2.26
Sales,Male,51,Developer,2017-10-27 08:03:05.556036,6,High School,3,6500.0,47,39,27,12,0,3,33,0,4.16
Sales,Male,48,Specialist,2021-04-23 08:03:05.556036,3,Bachelor,4,6300.0,36,0,25,1,50,19,39,0,1.39
Sales,Female,57,Analyst,2019-08-05 08:03:05.556036,5,Bachelor,5,6000.0,57,40,17,12,100,13,19,2,2.01
Sales,Female,58,Analyst,2021-10-01 08:03:05.556036,2,Master,1,4400.0,35,29,28,13,25,2,30,0,3.65
Sales,Male,42,Analyst,2023-09-19 08:03:05.556036,0,High School,4,5600.0,50,9,14,1,0,15,71,2,1.22
Sales,Female,22,Engineer,2016-07-17 08:03:05.556036,8,High School,3,7800.0,36,20,1,9,50,16,52,1,3.48
Sales,Female,45,Engineer,2017-06-19 08:03:05.556036,7,Bachelor,3,7800.0,60,13,4,6,100,19,34,1,4.7
Sales,Male,31,Technician,2017-06-08 08:03:05.556036,7,Bachelor,4,4900.0,56,19,15,0,0,15,81,1,2.53
Sales,Female,32,Technician,2022-03-25 08:03:05.556036,2,Bachelor,5,5250.0,43,28,10,11,100,3,90,0,3.62
Sales,Female,38,Specialist,2016-06-11 08:03:05.556036,8,High School,4,6300.0,40,21,25,10,50,16,91,1,1.07
Sales,Female,53,Engineer,2019-01-03 08:03:05.556036,5,High School,1,6600.0,33,25,14,13,0,4,40,0,4.22
Sales,Female,52,Manager,2020-06-21 08:03:05.556036,4,High School,3,7800.0,39,28,17,14,50,19,61,1,2.42
Sales,Male,26,Manager,2016-05-06 08:03:05.556036,8,High School,5,9000.0,32,37,11,14,50,9,64,1,2.21
Sales,Female,45,Engineer,2023-07-18 08:03:05.556036,1,Bachelor,2,7200.0,40,38,10,8,50,13,28,2,1.95
Sales,Other,56,Specialist,2020-02-06 08:03:05.556036,4,High School,4,6300.0,36,47,11,4,25,18,88,1,1.66
Sales,Female,30,Developer,2015-04-13 08:03:05.556036,9,High School,2,6000.0,38,49,9,6,50,13,62,0,3.37
Sales,Male,60,Developer,2018-04-16 08:03:05.556036,6,High School,1,5500.0,49,39,21,8,100,10,74,2,3.9
Sales,Male,50,Specialist,2016-09-01 08:03:05.556036,8,Bachelor,5,6750.0,32,48,28,13,25,4,99,2,3.18
Sales,Female,39,Technician,2019-06-03 08:03:05.556036,5,High School,3,4550.0,57,44,8,2,0,10,58,2,1.22
Sales,Male,41,Specialist,2024-01-23 08:03:05.556036,0,Bachelor,2,5400.0,34,20,7,5,100,10,37,0,2.3
Sales,Male,24,Consultant,2019-02-23 08:03:05.556036,5,High School,2,6600.0,54,49,9,9,75,19,57,2,1.0
Sales,Female,55,Technician,2018-05-03 08:03:05.556036,6,High School,4,4900.0,30,12,29,1,25,9,89,2,1.58
Sales,Male,39,Developer,2015-01-02 08:03:05.556036,9,Bachelor,1,5500.0,57,41,12,7,100,10,45,0,2.33
Sales,Male,52,Specialist,2015-12-09 08:03:05.556036,8,High School,1,4950.0,49,19,28,9,0,13,79,1,3.44
Sales,Other,58,Analyst,2024-09-01 08:03:05.556036,0,Bachelor,3,5200.0,52,12,5,4,25,18,31,0,2.95
Sales,Male,24,Technician,2014-09-08 08:03:05.556036,9,Master,1,3850.0,52,7,23,2,50,18,96,2,2.34
Sales,Female,57,Technician,2022-08-02 08:03:05.556036,2,High School,3,4550.0,49,27,25,13,0,3,20,0,2.8
Sales,Female,35,Analyst,2019-01-03 08:03:05.556036,5,Master,3,5200.0,60,36,25,14,25,15,3,0,3.31
Sales,Female,59,Specialist,2018-03-10 08:03:05.556036,6,Bachelor,3,5850.0,40,47,4,4,100,15,71,1,2.92
Sales,Male,40,Technician,2017-09-15 08:03:05.556036,6,Bachelor,3,4550.0,40,17,18,7,75,18,18,2,4.75
Sales,Male,28,Consultant,2016-09-18 08:03:05.556036,7,Bachelor,2,6600.0,42,19,11,2,25,13,19,1,4.25
Sales,Male,42,Technician,2018-05-14 08:03:05.556036,6,Bachelor,1,3850.0,59,30,9,5,25,2,2,2,4.73
Sales,Female,43,Technician,2023-10-31 08:03:05.556036,0,Bachelor,1,3850.0,34,42,17,3,25,16,33,2,4.68
Sales,Male,30,Technician,2023-04-19 08:03:05.556036,1,High School,1,3850.0,33,15,20,8,100,18,16,1,3.48
Sales,Female,41,Analyst,2019-01-21 08:03:05.556036,5,Bachelor,3,5200.0,45,0,1,7,0,15,77,1,1.96
Sales,Female,36,Engineer,2022-04-25 08:03:05.556036,2,Master,2,7200.0,34,44,28,12,75,17,27,1,2.14
Sales,Female,35,Engineer,2017-09-11 08:03:05.556036,6,High School,3,7800.0,31,35,21,3,50,15,97,2,4.86
Sales,Male,33,Specialist,2018-05-18 08:03:05.556036,6,High School,1,4950.0,47,35,2,3,0,8,28,0,4.49
Sales,Male,42,Specialist,2017-02-10 08:03:05.556036,7,Bachelor,2,5400.0,53,38,25,8,50,14,70,1,4.47
Sales,Female,29,Consultant,2024-07-20 08:03:05.556036,0,High School,5,8250.0,44,35,26,4,0,13,88,2,2.44
Sales,Male,46,Analyst,2015-07-19 08:03:05.556036,9,High School,1,4400.0,57,48,16,3,75,12,18,1,2.66
Sales,Male,59,Analyst,2016-10-10 08:03:05.556036,7,High School,1,4400.0,56,9,7,14,0,7,30,0,3.02
Sales,Female,43,Consultant,2014-10-22 08:03:05.556036,9,High School,1,6050.0,53,22,26,5,50,6,98,0,2.85
Sales,Female,37,Technician,2023-12-13 08:03:05.556036,0,PhD,5,5250.0,33,10,10,13,50,3,48,0,2.06
Sales,Male,48,Technician,2017-09-17 08:03:05.556036,6,Bachelor,4,4900.0,49,9,26,5,50,17,3,2,1.54
Sales,Male,50,Developer,2021-11-17 08:03:05.556036,2,Bachelor,1,5500.0,49,48,6,12,50,4,94,1,1.81
Sales,Male,24,Manager,2017-07-23 08:03:05.556036,7,High School,5,9000.0,40,10,10,10,0,14,81,0,4.76
Sales,Female,44,Analyst,2022-06-08 08:03:05.556036,2,Bachelor,5,6000.0,52,7,5,9,100,7,96,0,1.47
Sales,Male,38,Consultant,2023-03-19 08:03:05.556036,1,Bachelor,4,7700.0,36,47,14,14,100,16,55,2,4.77
Sales,Male,44,Consultant,2021-09-29 08:03:05.556036,2,Master,4,7700.0,47,35,8,4,75,10,88,0,2.85
Sales,Female,54,Engineer,2017-12-09 08:03:05.556036,6,High School,5,9000.0,54,47,24,11,100,13,71,1,3.57
Sales,Female,33,Analyst,2020-02-19 08:03:05.556036,4,High School,2,4800.0,37,33,0,9,75,16,7,2,3.15
Sales,Male,36,Specialist,2016-08-20 08:03:05.556036,8,Bachelor,2,5400.0,31,22,29,8,0,14,25,0,1.27
Sales,Female,27,Developer,2019-01-06 08:03:05.556036,5,Bachelor,4,7000.0,33,30,0,8,100,3,17,1,4.42
Sales,Female,30,Manager,2017-12-09 08:03:05.556036,6,High School,3,7800.0,57,28,10,10,100,2,29,1,1.14
Sales,Female,24,Developer,2018-06-20 08:03:05.556036,6,Master,1,5500.0,42,40,11,14,25,4,81,0,2.08
Sales,Male,24,Manager,2019-05-18 08:03:05.556036,5,Bachelor,3,7800.0,48,23,14,2,75,19,5,2,1.23
Sales,Male,31,Specialist,2017-10-05 08:03:05.556036,6,Bachelor,1,4950.0,45,11,28,12,50,11,65,1,4.13
Sales,Male,32,Developer,2018-07-10 08:03:05.556036,6,Master,5,7500.0,39,4,28,9,100,1,98,1,3.5
Sales,Female,28,Analyst,2023-04-04 08:03:05.556036,1,Bachelor,3,5200.0,51,25,28,14,100,3,34,1,2.24
Sales,Female,37,Specialist,2022-06-20 08:03:05.556036,2,Bachelor,2,5400.0,30,30,16,12,50,1,86,0,1.38
Sales,Female,60,Manager,2021-04-12 08:03:05.556036,3,Bachelor,5,9000.0,60,18,18,14,75,7,16,2,4.94
Sales,Male,37,Specialist,2019-03-14 08:03:05.556036,5,Bachelor,2,5400.0,58,15,21,6,0,11,32,1,4.67
Sales,Female,24,Consultant,2018-12-26 08:03:05.556036,5,High School,3,7150.0,54,21,2,2,100,14,57,2,4.62
Sales,Male,37,Engineer,2015-07-13 08:03:05.556036,9,PhD,5,9000.0,31,9,16,2,75,19,71,1,1.28
Sales,Female,54,Consultant,2018-04-27 08:03:05.556036,6,Bachelor,1,6050.0,51,40,15,0,100,13,0,1,2.92
Sales,Male,22,Analyst,2022-09-18 08:03:05.556036,1,Bachelor,1,4400.0,51,3,2,9,0,6,59,2,1.3
Sales,Female,23,Developer,2023-12-13 08:03:05.556036,0,Bachelor,2,6000.0,46,16,0,0,0,11,54,1,3.13
Sales,Female,60,Analyst,2020-12-07 08:03:05.556036,3,Bachelor,2,4800.0,48,49,9,7,100,3,89,0,4.79
Sales,Female,55,Specialist,2020-07-06 08:03:05.556036,4,Master,2,5400.0,42,34,23,5,100,2,32,0,2.71
Sales,Female,55,Manager,2017-02-28 08:03:05.556036,7,High School,5,9000.0,41,18,3,10,0,18,33,1,2.77
Sales,Female,46,Developer,2017-02-22 08:03:05.556036,7,High School,1,5500.0,30,20,2,9,50,6,98,2,3.06
Sales,Female,40,Engineer,2020-09-08 08:03:05.556036,3,Bachelor,2,7200.0,52,33,8,1,100,8,76,2,1.06
Sales,Male,48,Technician,2020-01-01 08:03:05.556036,4,Bachelor,5,5250.0,44,9,18,14,25,1,69,1,3.79
Sales,Female,54,Engineer,2016-11-02 08:03:05.556036,7,Bachelor,5,9000.0,54,13,5,3,0,11,72,2,3.17
Sales,Male,31,Technician,2015-11-30 08:03:05.556036,8,Master,5,5250.0,57,28,8,6,0,11,23,2,4.71
Sales,Male,44,Manager,2018-12-28 08:03:05.556036,5,High School,4,8400.0,47,46,19,6,100,4,43,1,4.0
Sales,Female,52,Manager,2022-06-06 08:03:05.556036,2,Bachelor,1,6600.0,51,9,4,8,75,10,28,1,2.4
Sales,Female,37,Consultant,2016-11-10 08:03:05.556036,7,Bachelor,3,7150.0,34,5,27,14,100,19,27,0,2.64
Sales,Male,25,Analyst,2024-06-05 08:03:05.556036,0,High School,3,5200.0,41,36,27,1,0,3,27,0,2.68
Sales,Female,56,Developer,2016-03-18 08:03:05.556036,8,Master,4,7000.0,34,27,25,0,50,13,20,2,3.96
Sales,Female,58,Consultant,2019-04-22 08:03:05.556036,5,Bachelor,1,6050.0,52,13,29,1,50,16,6,0,1.27
Sales,Male,55,Manager,2020-09-29 08:03:05.556036,3,Bachelor,4,8400.0,40,15,16,1,50,19,90,1,4.29
Sales,Female,42,Engineer,2016-04-24 08:03:05.556036,8,Master,2,7200.0,54,29,15,12,100,3,10,0,4.64
Sales,Male,30,Consultant,2019-11-10 08:03:05.556036,4,High School,2,6600.0,44,46,2,2,0,12,70,0,4.0
Sales,Other,55,Technician,2017-03-10 08:03:05.556036,7,High School,2,4200.0,48,43,26,13,50,9,13,0,1.78
Sales,Male,46,Specialist,2016-06-25 08:03:05.556036,8,Bachelor,1,4950.0,32,17,9,0,100,9,93,1,4.16
Sales,Female,34,Technician,2016-12-06 08:03:05.556036,7,Bachelor,5,5250.0,57,21,12,14,100,1,53,0,3.54
Sales,Male,27,Technician,2024-01-04 08:03:05.556036,0,PhD,3,4550.0,37,40,20,8,50,1,64,2,4.61
Sales,Male,28,Technician,2018-05-02 08:03:05.556036,6,Master,3,4550.0,38,42,23,14,25,11,20,2,1.29
Sales,Female,42,Developer,2019-03-05 08:03:05.556036,5,High School,3,6500.0,60,17,12,0,50,13,2,0,3.83
Sales,Male,49,Specialist,2023-11-16 08:03:05.556036,0,Bachelor,5,6750.0,48,31,3,6,50,18,34,0,3.87
Sales,Male,47,Developer,2015-01-14 08:03:05.556036,9,Bachelor,2,6000.0,35,42,25,10,100,15,94,0,2.92
Sales,Male,25,Technician,2023-05-11 08:03:05.556036,1,High School,2,4200.0,46,46,28,7,0,9,28,0,1.53
Sales,Female,54,Developer,2020-07-30 08:03:05.556036,4,High School,3,6500.0,31,12,7,1,100,11,3,2,3.4
Sales,Male,25,Specialist,2017-11-22 08:03:05.556036,6,Bachelor,2,5400.0,58,38,4,7,100,11,98,2,2.63
Sales,Male,35,Specialist,2017-12-11 08:03:05.556036,6,PhD,4,6300.0,35,44,8,7,25,4,58,0,1.26
Sales,Male,33,Technician,2016-03-11 08:03:05.556036,8,Bachelor,3,4550.0,57,44,8,4,75,11,76,2,4.88
Sales,Male,45,Specialist,2021-06-02 08:03:05.556036,3,Bachelor,1,4950.0,32,37,0,7,0,17,13,0,3.77
Sales,Male,56,Manager,2016-01-03 08:03:05.556036,8,Bachelor,2,7200.0,53,39,14,8,25,11,71,2,4.74
Sales,Male,39,Consultant,2021-03-22 08:03:05.556036,3,High School,3,7150.0,48,15,13,5,0,16,17,2,4.09
Sales,Other,51,Technician,2016-01-06 08:03:05.556036,8,Bachelor,5,5250.0,38,35,18,13,100,5,83,1,3.2
Sales,Female,51,Developer,2023-12-02 08:03:05.556036,0,Bachelor,1,5500.0,44,4,20,12,100,13,37,2,2.45
Sales,Female,39,Specialist,2016-04-06 08:03:05.556036,8,High School,4,6300.0,35,20,21,2,75,5,95,2,1.34
Sales,Male,42,Specialist,2017-03-05 08:03:05.556036,7,Bachelor,2,5400.0,37,34,0,9,100,8,57,2,1.69
Sales,Male,56,Engineer,2020-06-08 08:03:05.556036,4,High School,4,8400.0,49,32,12,8,0,14,59,1,4.77
Sales,Male,29,Specialist,2023-12-15 08:03:05.556036,0,Bachelor,3,5850.0,49,7,28,7,75,4,38,1,3.59
Sales,Male,48,Consultant,2022-03-08 08:03:05.556036,2,Bachelor,4,7700.0,38,47,13,14,25,19,30,1,2.09
Sales,Female,31,Manager,2022-04-17 08:03:05.556036,2,Bachelor,1,6600.0,34,36,24,6,50,15,97,2,3.05
Sales,Male,28,Analyst,2024-06-08 08:03:05.556036,0,High School,5,6000.0,47,35,26,12,0,7,13,1,2.06
Sales,Male,54,Consultant,2016-02-15 08:03:05.556036,8,Bachelor,1,6050.0,41,1,2,12,100,8,2,0,1.02
Sales,Female,35,Technician,2020-05-14 08:03:05.556036,4,High School,2,4200.0,33,12,12,7,25,7,92,2,3.01
Sales,Female,36,Technician,2020-06-10 08:03:05.556036,4,High School,3,4550.0,32,44,12,4,0,3,65,1,3.27
Sales,Female,58,Manager,2019-06-03 08:03:05.556036,5,Bachelor,5,9000.0,47,28,14,12,75,2,20,1,3.6
Sales,Male,37,Engineer,2020-02-26 08:03:05.556036,4,Bachelor,4,8400.0,42,23,4,2,100,19,21,2,4.99
Sales,Female,41,Manager,2022-06-29 08:03:05.556036,2,Bachelor,1,6600.0,59,9,21,14,75,4,28,2,2.52
Sales,Female,46,Consultant,2022-06-18 08:03:05.556036,2,High School,2,6600.0,43,24,12,9,100,8,48,0,4.01
Sales,Female,45,Engineer,2022-06-05 08:03:05.556036,2,Master,2,7200.0,48,15,16,3,50,17,9,2,2.39
Sales,Male,45,Developer,2021-08-02 08:03:05.556036,3,Bachelor,1,5500.0,32,47,11,2,100,8,5,2,3.98
Sales,Male,24,Specialist,2021-04-17 08:03:05.556036,3,Bachelor,3,5850.0,54,14,14,9,75,14,70,2,3.44
Sales,Male,37,Specialist,2015-05-13 08:03:05.556036,9,Master,5,6750.0,42,36,0,7,100,1,4,1,2.87
Sales,Male,41,Technician,2018-10-09 08:03:05.556036,5,High School,5,5250.0,38,7,7,10,25,12,60,0,3.37
Sales,Male,44,Developer,2021-12-06 08:03:05.556036,2,High School,5,7500.0,46,25,9,1,100,9,46,0,3.83
Sales,Other,53,Developer,2018-07-18 08:03:05.556036,6,PhD,3,6500.0,34,42,13,8,25,2,8,1,2.05
Sales,Female,58,Specialist,2021-04-18 08:03:05.556036,3,PhD,2,5400.0,58,45,14,3,0,14,94,0,1.1
Sales,Female,43,Specialist,2024-03-08 08:03:05.556036,0,Bachelor,3,5850.0,37,9,16,14,75,7,9,0,1.16
Sales,Other,51,Technician,2017-07-24 08:03:05.556036,7,High School,3,4550.0,44,2,27,6,25,7,97,2,2.06
Sales,Female,50,Specialist,2017-06-19 08:03:05.556036,7,Master,2,5400.0,55,38,6,14,100,11,59,1,1.3
Sales,Male,60,Developer,2015-02-09 08:03:05.556036,9,Bachelor,3,6500.0,41,35,11,1,25,17,20,0,4.43
Sales,Female,25,Specialist,2020-02-10 08:03:05.556036,4,Bachelor,5,6750.0,35,9,10,9,75,7,82,2,2.23
Sales,Female,48,Manager,2017-10-05 08:03:05.556036,6,Bachelor,3,7800.0,60,23,18,8,75,14,34,2,3.23
Sales,Female,56,Engineer,2016-08-04 08:03:05.556036,8,High School,5,9000.0,37,31,4,8,75,10,71,0,3.82
Sales,Male,27,Consultant,2021-12-29 08:03:05.556036,2,Master,5,8250.0,41,9,20,8,25,17,65,1,1.21
Sales,Male,27,Specialist,2020-12-21 08:03:05.556036,3,Bachelor,2,5400.0,30,7,14,12,100,13,91,2,1.7
Sales,Male,22,Developer,2019-02-20 08:03:05.556036,5,High School,3,6500.0,44,37,13,11,0,2,59,0,1.61
Sales,Male,60,Technician,2019-06-01 08:03:05.556036,5,Bachelor,4,4900.0,48,0,3,2,100,5,13,2,1.44
Sales,Male,57,Manager,2024-05-31 08:03:05.556036,0,Bachelor,5,9000.0,35,37,2,14,0,3,77,2,1.27
Sales,Male,38,Consultant,2023-10-26 08:03:05.556036,0,Bachelor,2,6600.0,31,18,13,4,75,9,93,1,2.32
Sales,Female,28,Manager,2022-10-08 08:03:05.556036,1,PhD,1,6600.0,57,34,22,14,75,15,78,1,4.34
Sales,Female,53,Developer,2020-10-23 08:03:05.556036,3,High School,3,6500.0,37,9,4,8,100,12,45,1,1.53
Sales,Male,44,Technician,2019-07-27 08:03:05.556036,5,Master,2,4200.0,41,19,1,2,50,5,53,0,2.84
Sales,Male,23,Specialist,2024-07-09 08:03:05.556036,0,High School,1,4950.0,32,12,14,1,75,5,0,0,1.32
Sales,Female,45,Specialist,2016-02-06 08:03:05.556036,8,PhD,1,4950.0,34,11,17,13,25,10,28,2,4.83
Sales,Male,57,Specialist,2015-10-14 08:03:05.556036,8,High School,1,4950.0,38,29,29,7,100,15,24,2,4.45
Sales,Male,59,Manager,2020-09-28 08:03:05.556036,3,High School,3,7800.0,60,13,2,10,25,5,72,0,4.99
Sales,Male,27,Specialist,2016-05-07 08:03:05.556036,8,Bachelor,3,5850.0,49,40,27,4,0,3,34,1,2.22
Sales,Other,44,Analyst,2016-02-16 08:03:05.556036,8,High School,5,6000.0,54,18,16,6,100,4,92,1,2.77
Sales,Female,35,Engineer,2015-08-12 08:03:05.556036,9,Bachelor,4,8400.0,47,26,12,2,75,18,80,1,3.11
Sales,Female,51,Engineer,2015-07-09 08:03:05.556036,9,Bachelor,4,8400.0,59,41,27,3,75,11,91,1,3.94
Sales,Female,27,Developer,2018-10-23 08:03:05.556036,5,Master,2,6000.0,53,23,26,1,75,17,27,0,1.38
Sales,Female,48,Developer,2019-11-19 08:03:05.556036,4,Bachelor,4,7000.0,43,39,7,5,25,1,42,1,1.25
Sales,Female,51,Analyst,2022-09-25 08:03:05.556036,1,PhD,3,5200.0,36,16,5,0,25,8,34,1,3.99
Sales,Male,30,Analyst,2023-03-27 08:03:05.556036,1,Bachelor,4,5600.0,33,17,15,3,100,16,16,0,1.6
Sales,Female,37,Analyst,2021-03-23 08:03:05.556036,3,Bachelor,5,6000.0,36,12,4,9,25,4,83,1,1.46
Sales,Female,44,Specialist,2021-09-05 08:03:05.556036,3,Master,2,5400.0,59,21,17,6,25,3,48,0,4.63
Sales,Male,26,Analyst,2020-01-28 08:03:05.556036,4,Bachelor,3,5200.0,44,16,9,7,100,13,89,0,1.77
Sales,Male,33,Engineer,2017-07-08 08:03:05.556036,7,Bachelor,1,6600.0,54,35,19,2,50,13,55,0,2.54
Sales,Female,59,Engineer,2019-10-21 08:03:05.556036,4,Bachelor,1,6600.0,35,18,19,3,75,15,46,2,1.43
Sales,Male,39,Analyst,2018-12-02 08:03:05.556036,5,Bachelor,3,5200.0,50,0,12,1,25,11,84,1,1.96
Sales,Male,51,Consultant,2020-02-15 08:03:05.556036,4,Bachelor,2,6600.0,48,36,21,14,0,1,59,1,4.16
Sales,Female,39,Technician,2022-02-26 08:03:05.556036,2,High School,2,4200.0,43,28,18,8,100,12,92,2,2.85
Sales,Female,40,Technician,2023-09-23 08:03:05.556036,0,Bachelor,4,4900.0,38,18,14,8,50,10,68,0,1.2
Sales,Male,39,Manager,2020-07-04 08:03:05.556036,4,Bachelor,3,7800.0,52,16,16,1,100,2,75,1,1.61
Sales,Female,39,Technician,2022-01-18 08:03:05.556036,2,Master,1,3850.0,46,45,6,3,50,10,16,2,2.42
Sales,Female,25,Developer,2022-07-17 08:03:05.556036,2,Bachelor,3,6500.0,44,26,3,6,75,7,5,0,1.44
Sales,Female,35,Consultant,2016-11-24 08:03:05.556036,7,Master,4,7700.0,55,20,18,3,100,13,65,1,2.86
Sales,Female,59,Technician,2020-01-20 08:03:05.556036,4,Bachelor,1,3850.0,45,32,2,0,50,5,13,0,3.17
Sales,Male,48,Manager,2016-10-27 08:03:05.556036,7,Bachelor,5,9000.0,51,41,9,5,0,19,2,1,1.92
Sales,Male,26,Consultant,2024-01-18 08:03:05.556036,0,High School,3,7150.0,35,45,10,13,75,19,30,0,2.54
Sales,Female,59,Developer,2018-01-29 08:03:05.556036,6,Bachelor,4,7000.0,39,36,2,2,25,4,13,1,4.46
Sales,Male,42,Specialist,2017-02-24 08:03:05.556036,7,Master,3,5850.0,41,49,6,8,25,2,53,2,2.94
Sales,Male,22,Specialist,2016-01-05 08:03:05.556036,8,High School,2,5400.0,43,8,4,13,75,15,71,1,3.18
Sales,Other,35,Technician,2022-09-11 08:03:05.556036,1,PhD,3,4550.0,59,17,16,2,0,5,85,2,3.82
Sales,Female,31,Engineer,2018-02-23 08:03:05.556036,6,High School,3,7800.0,48,20,17,8,100,9,9,0,3.1
Sales,Female,38,Consultant,2017-09-05 08:03:05.556036,7,High School,5,8250.0,51,18,0,0,50,14,76,2,1.68
Sales,Other,51,Consultant,2024-02-22 08:03:05.556036,0,Bachelor,4,7700.0,53,18,21,11,75,19,85,1,1.63
Sales,Female,33,Engineer,2016-03-04 08:03:05.556036,8,Master,2,7200.0,49,29,3,11,25,13,42,0,3.62
Sales,Male,52,Consultant,2022-08-18 08:03:05.556036,2,PhD,1,6050.0,38,12,19,9,0,18,53,0,3.63
Sales,Female,33,Specialist,2018-12-15 08:03:05.556036,5,Master,5,6750.0,57,20,21,7,25,19,8,0,1.22
Sales,Male,42,Consultant,2019-05-24 08:03:05.556036,5,Bachelor,1,6050.0,30,44,23,8,25,3,74,2,1.65
Sales,Male,43,Technician,2023-05-14 08:03:05.556036,1,Bachelor,1,3850.0,50,5,8,13,50,5,98,0,1.07
Sales,Female,27,Developer,2021-02-12 08:03:05.556036,3,Bachelor,5,7500.0,58,30,1,11,75,12,71,2,4.96
Sales,Male,45,Developer,2022-06-27 08:03:05.556036,2,Bachelor,2,6000.0,39,42,3,5,50,1,55,0,3.73
Sales,Female,44,Consultant,2017-03-28 08:03:05.556036,7,High School,4,7700.0,56,46,26,7,75,12,62,1,4.85
Sales,Female,46,Specialist,2023-10-17 08:03:05.556036,0,High School,1,4950.0,36,25,20,7,0,18,84,1,4.42
Sales,Female,56,Analyst,2017-11-29 08:03:05.556036,6,Master,2,4800.0,49,29,11,13,75,6,9,2,3.9
