Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score
Marketing,Female,55,Manager,2020-10-06 08:03:05.556036,3,High School,3,7800.0,49,9,15,9,75,12,92,0,1.96
Customer Support,Male,28,Manager,2019-03-26 08:03:05.556036,5,Master,5,9000.0,40,9,12,2,100,17,34,2,4.83
Sales,Male,25,Manager,2023-06-04 08:03:05.556036,1,Bachelor,4,8400.0,35,10,10,0,50,1,51,1,1.02
Legal,Male,46,Manager,2020-05-04 08:03:05.556036,4,Bachelor,1,6600.0,34,5,7,1,25,17,71,0,1.79
Engineering,Male,36,Manager,2015-12-27 08:03:05.556036,8,Master,1,6600.0,39,43,27,10,100,3,70,1,2.85
Sales,Male,36,Manager,2018-06-04 08:03:05.556036,6,High School,4,8400.0,51,44,1,6,50,12,78,1,1.14
Engineering,Male,23,Manager,2023-04-09 08:03:05.556036,1,Bachelor,3,7800.0,57,49,9,11,50,13,52,2,4.72
Legal,Female,53,Manager,2016-06-25 08:03:05.556036,8,Master,2,7200.0,31,36,25,3,0,9,36,2,2.89
Legal,Male,57,Manager,2024-08-02 08:03:05.556036,0,Bachelor,2,7200.0,48,38,9,8,50,17,56,2,4.28
Customer Support,Female,32,Manager,2022-05-14 08:03:05.556036,2,Bachelor,5,9000.0,41,27,17,7,25,12,62,2,1.46
HR,Female,57,Manager,2023-07-27 08:03:05.556036,1,Bachelor,4,8400.0,35,37,7,10,100,5,59,2,4.38
Customer Support,Male,41,Manager,2020-11-19 08:03:05.556036,3,Master,4,8400.0,55,28,1,14,50,5,66,2,1.02
Marketing,Male,36,Manager,2020-01-07 08:03:05.556036,4,PhD,2,7200.0,44,27,9,10,100,13,52,2,2.76
Sales,Female,44,Manager,2014-12-31 08:03:05.556036,9,PhD,5,9000.0,53,0,11,7,25,13,65,2,4.9
Operations,Male,25,Manager,2015-01-25 08:03:05.556036,9,High School,3,7800.0,58,9,6,9,0,5,56,1,3.1
Finance,Female,27,Manager,2022-10-09 08:03:05.556036,1,High School,4,8400.0,56,27,19,4,75,8,90,2,1.53
Engineering,Male,42,Manager,2023-05-11 08:03:05.556036,1,Master,1,6600.0,41,10,24,4,50,2,8,2,4.72
HR,Female,45,Manager,2020-05-28 08:03:05.556036,4,Bachelor,5,9000.0,48,9,7,1,100,3,65,1,4.79
Marketing,Male,40,Manager,2020-04-08 08:03:05.556036,4,High School,2,7200.0,60,25,6,13,75,11,94,1,4.41
IT,Male,52,Manager,2020-07-18 08:03:05.556036,4,Master,4,8400.0,39,30,29,7,0,17,18,1,2.68
IT,Female,54,Manager,2017-07-12 08:03:05.556036,7,Bachelor,2,7200.0,59,6,11,1,100,17,32,2,4.08
IT,Female,52,Manager,2016-12-04 08:03:05.556036,7,Bachelor,3,7800.0,39,4,20,2,0,9,57,0,1.54
Marketing,Female,44,Manager,2015-02-11 08:03:05.556036,9,Bachelor,5,9000.0,35,18,28,3,75,8,5,2,2.63
Marketing,Female,38,Manager,2021-08-28 08:03:05.556036,3,High School,3,7800.0,40,49,29,2,25,14,66,2,4.85
Operations,Female,58,Manager,2015-11-01 08:03:05.556036,8,Master,5,9000.0,32,30,27,8,25,5,94,2,1.96
Marketing,Female,24,Manager,2016-01-13 08:03:05.556036,8,Bachelor,2,7200.0,45,35,4,1,0,19,53,0,1.11
IT,Male,26,Manager,2021-05-12 08:03:05.556036,3,High School,5,9000.0,36,30,9,10,0,7,3,1,1.62
Finance,Male,31,Manager,2024-08-28 08:03:05.556036,0,High School,2,7200.0,55,17,1,7,100,6,20,0,4.73
Finance,Female,29,Manager,2021-04-01 08:03:05.556036,3,Master,5,9000.0,50,39,11,1,25,16,6,1,3.11
Engineering,Female,43,Manager,2020-04-18 08:03:05.556036,4,Bachelor,2,7200.0,59,41,17,13,75,3,9,0,2.02
Marketing,Male,45,Manager,2021-06-16 08:03:05.556036,3,Bachelor,3,7800.0,48,39,18,9,0,18,0,2,3.26
Marketing,Male,39,Manager,2017-11-14 08:03:05.556036,6,Master,4,8400.0,43,17,8,11,100,1,74,0,3.68
Operations,Female,37,Manager,2015-06-03 08:03:05.556036,9,High School,4,8400.0,43,18,16,10,50,5,11,0,2.38
Finance,Male,28,Manager,2022-04-10 08:03:05.556036,2,High School,2,7200.0,35,12,1,14,75,13,7,2,3.76
Sales,Female,52,Manager,2020-06-21 08:03:05.556036,4,High School,3,7800.0,39,28,17,14,50,19,61,1,2.42
Operations,Male,31,Manager,2018-10-15 08:03:05.556036,5,High School,3,7800.0,42,11,23,4,25,11,31,1,4.62
Sales,Male,26,Manager,2016-05-06 08:03:05.556036,8,High School,5,9000.0,32,37,11,14,50,9,64,1,2.21
Operations,Female,43,Manager,2024-05-23 08:03:05.556036,0,PhD,2,7200.0,53,3,7,5,75,17,25,2,1.17
Engineering,Male,33,Manager,2016-01-27 08:03:05.556036,8,Bachelor,3,7800.0,32,11,20,4,50,12,76,2,3.72
Finance,Male,25,Manager,2021-03-19 08:03:05.556036,3,High School,3,7800.0,43,33,11,3,25,2,85,0,1.65
Operations,Male,42,Manager,2020-10-20 08:03:05.556036,3,Bachelor,2,7200.0,54,13,24,2,75,4,93,0,1.77
Finance,Female,31,Manager,2017-05-15 08:03:05.556036,7,Master,4,8400.0,37,49,8,14,25,11,62,0,3.74
IT,Male,50,Manager,2023-11-17 08:03:05.556036,0,Bachelor,2,7200.0,31,23,27,9,25,18,4,2,2.94
Operations,Female,23,Manager,2022-07-29 08:03:05.556036,2,High School,5,9000.0,45,2,3,13,25,19,50,0,4.13
HR,Male,39,Manager,2016-04-30 08:03:05.556036,8,Bachelor,4,8400.0,51,27,5,13,25,14,10,1,1.81
Operations,Male,23,Manager,2015-09-27 08:03:05.556036,8,High School,5,9000.0,33,43,13,4,75,9,94,0,4.38
IT,Male,26,Manager,2014-11-23 08:03:05.556036,9,High School,4,8400.0,48,31,3,7,75,5,62,1,3.06
HR,Male,47,Manager,2022-03-10 08:03:05.556036,2,High School,3,7800.0,53,0,1,7,25,10,5,1,1.2
Operations,Male,55,Manager,2022-08-15 08:03:05.556036,2,Bachelor,3,7800.0,52,4,17,9,75,15,34,0,1.23
Customer Support,Male,36,Manager,2022-04-07 08:03:05.556036,2,Bachelor,3,7800.0,42,21,20,14,0,11,7,2,4.68
Customer Support,Other,36,Manager,2019-11-14 08:03:05.556036,4,Master,5,9000.0,39,5,22,5,25,17,45,2,2.44
Engineering,Male,49,Manager,2015-06-27 08:03:05.556036,9,Master,1,6600.0,35,41,20,13,50,12,51,0,4.41
Legal,Male,55,Manager,2017-06-21 08:03:05.556036,7,Master,4,8400.0,38,41,25,12,50,9,3,2,4.58
Operations,Male,52,Manager,2020-07-20 08:03:05.556036,4,Bachelor,4,8400.0,52,30,20,6,25,11,51,2,1.24
Legal,Male,34,Manager,2019-07-20 08:03:05.556036,5,Master,2,7200.0,38,45,21,9,100,9,39,1,4.21
Operations,Female,33,Manager,2023-03-26 08:03:05.556036,1,Bachelor,1,6600.0,41,25,11,13,75,11,5,2,2.38
Customer Support,Female,46,Manager,2023-02-02 08:03:05.556036,1,Bachelor,1,6600.0,47,12,23,14,0,18,37,2,2.4
Operations,Female,32,Manager,2021-03-24 08:03:05.556036,3,Bachelor,1,6600.0,57,40,24,13,75,19,23,0,2.1
Engineering,Female,41,Manager,2020-07-30 08:03:05.556036,4,Bachelor,5,9000.0,53,35,19,14,75,4,31,2,2.13
HR,Male,34,Manager,2015-08-18 08:03:05.556036,9,Bachelor,5,9000.0,57,23,25,8,75,14,13,1,1.1
Finance,Female,43,Manager,2017-06-28 08:03:05.556036,7,Bachelor,4,8400.0,47,35,4,13,100,18,28,0,4.83
Engineering,Female,43,Manager,2023-06-08 08:03:05.556036,1,High School,2,7200.0,39,41,21,12,25,9,53,1,4.77
Marketing,Female,42,Manager,2019-02-20 08:03:05.556036,5,High School,1,6600.0,55,7,19,7,75,15,15,2,1.58
IT,Female,26,Manager,2018-04-13 08:03:05.556036,6,High School,3,7800.0,43,4,14,14,50,5,82,1,2.85
Finance,Female,35,Manager,2019-05-05 08:03:05.556036,5,Bachelor,2,7200.0,60,30,1,1,0,19,24,0,4.25
IT,Male,37,Manager,2015-07-09 08:03:05.556036,9,Bachelor,4,8400.0,35,2,20,3,50,14,55,0,2.37
Legal,Female,59,Manager,2015-10-16 08:03:05.556036,8,High School,2,7200.0,31,17,22,6,100,15,59,2,2.8
Finance,Male,52,Manager,2016-08-07 08:03:05.556036,8,Bachelor,3,7800.0,35,28,27,6,50,17,67,2,4.06
IT,Male,46,Manager,2017-04-01 08:03:05.556036,7,High School,3,7800.0,57,37,6,0,0,11,25,2,3.2
Legal,Male,58,Manager,2014-12-23 08:03:05.556036,9,PhD,3,7800.0,43,31,18,6,100,12,15,0,1.56
Sales,Male,24,Manager,2017-07-23 08:03:05.556036,7,High School,5,9000.0,40,10,10,10,0,14,81,0,4.76
Finance,Male,41,Manager,2021-05-09 08:03:05.556036,3,High School,3,7800.0,47,35,6,9,25,10,69,1,2.88
Legal,Male,57,Manager,2019-08-20 08:03:05.556036,5,Bachelor,2,7200.0,60,12,13,4,100,5,32,1,4.83
Legal,Male,57,Manager,2024-08-27 08:03:05.556036,0,Master,2,7200.0,56,43,8,6,25,19,90,0,2.53
Finance,Female,46,Manager,2021-01-22 08:03:05.556036,3,High School,4,8400.0,56,35,0,10,50,14,96,1,2.1
Finance,Female,57,Manager,2019-04-14 08:03:05.556036,5,Bachelor,3,7800.0,34,28,6,1,25,15,74,0,1.84
HR,Male,42,Manager,2023-02-10 08:03:05.556036,1,Master,4,8400.0,38,34,25,13,0,10,81,0,2.82
Marketing,Male,25,Manager,2018-10-21 08:03:05.556036,5,High School,3,7800.0,59,41,2,7,25,17,8,1,3.75
Operations,Female,30,Manager,2020-08-03 08:03:05.556036,4,Master,4,8400.0,55,44,19,12,25,19,68,1,2.98
HR,Female,60,Manager,2016-07-15 08:03:05.556036,8,Bachelor,5,9000.0,40,37,4,6,75,1,74,2,1.65
Finance,Male,53,Manager,2018-09-14 08:03:05.556036,5,High School,2,7200.0,38,23,15,2,25,6,86,2,3.05
IT,Female,45,Manager,2019-12-25 08:03:05.556036,4,High School,1,6600.0,43,34,29,4,50,9,43,0,1.01
HR,Male,59,Manager,2020-04-27 08:03:05.556036,4,High School,1,6600.0,41,35,0,8,50,7,86,0,4.48
Sales,Female,30,Manager,2017-12-09 08:03:05.556036,6,High School,3,7800.0,57,28,10,10,100,2,29,1,1.14
Sales,Male,24,Manager,2019-05-18 08:03:05.556036,5,Bachelor,3,7800.0,48,23,14,2,75,19,5,2,1.23
Legal,Female,47,Manager,2024-05-31 08:03:05.556036,0,Master,1,6600.0,56,17,5,6,75,10,45,1,3.27
Sales,Female,60,Manager,2021-04-12 08:03:05.556036,3,Bachelor,5,9000.0,60,18,18,14,75,7,16,2,4.94
Customer Support,Female,44,Manager,2020-07-11 08:03:05.556036,4,High School,1,6600.0,39,44,10,8,25,6,7,1,3.99
Customer Support,Female,29,Manager,2017-02-07 08:03:05.556036,7,Bachelor,5,9000.0,60,46,0,3,75,2,7,2,2.17
Marketing,Female,53,Manager,2022-08-20 08:03:05.556036,2,Bachelor,3,7800.0,49,29,24,1,0,10,75,1,4.29
Operations,Female,35,Manager,2021-08-25 08:03:05.556036,3,Bachelor,3,7800.0,51,7,25,13,25,11,22,0,3.07
HR,Other,40,Manager,2018-06-24 08:03:05.556036,6,High School,1,6600.0,44,25,22,6,50,14,80,1,3.01
Marketing,Male,56,Manager,2017-01-24 08:03:05.556036,7,Bachelor,3,7800.0,42,30,26,3,25,5,11,1,2.15
Finance,Female,23,Manager,2022-08-19 08:03:05.556036,2,Bachelor,4,8400.0,39,27,1,5,25,3,15,1,1.03
Finance,Female,43,Manager,2015-06-08 08:03:05.556036,9,Bachelor,3,7800.0,31,29,20,14,100,7,13,1,2.89
Engineering,Male,40,Manager,2023-01-09 08:03:05.556036,1,High School,2,7200.0,36,16,2,0,75,15,69,2,3.28
Engineering,Male,57,Manager,2017-11-16 08:03:05.556036,6,Master,3,7800.0,54,46,6,14,100,19,14,0,1.96
Sales,Female,55,Manager,2017-02-28 08:03:05.556036,7,High School,5,9000.0,41,18,3,10,0,18,33,1,2.77
Finance,Female,24,Manager,2018-03-09 08:03:05.556036,6,Bachelor,3,7800.0,43,40,16,4,25,4,29,2,1.17
IT,Female,35,Manager,2023-09-13 08:03:05.556036,0,Master,4,8400.0,58,4,9,7,25,1,74,1,1.45
HR,Male,54,Manager,2020-09-06 08:03:05.556036,3,Bachelor,4,8400.0,58,13,11,4,0,14,69,1,2.79
IT,Male,23,Manager,2017-05-21 08:03:05.556036,7,Bachelor,3,7800.0,39,38,8,4,50,6,99,0,4.49
Operations,Male,46,Manager,2020-07-08 08:03:05.556036,4,Bachelor,1,6600.0,47,8,18,4,0,2,25,1,4.54
Sales,Male,44,Manager,2018-12-28 08:03:05.556036,5,High School,4,8400.0,47,46,19,6,100,4,43,1,4.0
Engineering,Female,25,Manager,2021-09-18 08:03:05.556036,2,High School,4,8400.0,38,32,8,5,75,3,53,1,4.93
Sales,Female,52,Manager,2022-06-06 08:03:05.556036,2,Bachelor,1,6600.0,51,9,4,8,75,10,28,1,2.4
IT,Male,46,Manager,2022-01-11 08:03:05.556036,2,Bachelor,2,7200.0,38,48,12,0,50,9,57,2,2.58
HR,Female,50,Manager,2015-06-24 08:03:05.556036,9,Bachelor,5,9000.0,41,5,5,0,100,12,5,2,3.41
IT,Female,29,Manager,2015-08-04 08:03:05.556036,9,Bachelor,1,6600.0,33,17,8,14,100,19,17,2,3.79
Finance,Male,39,Manager,2024-08-15 08:03:05.556036,0,Bachelor,4,8400.0,32,4,22,1,25,9,26,0,2.37
HR,Female,53,Manager,2022-12-18 08:03:05.556036,1,Bachelor,2,7200.0,58,34,7,8,75,19,89,2,3.38
HR,Female,36,Manager,2018-01-18 08:03:05.556036,6,Bachelor,2,7200.0,50,33,9,13,0,4,88,2,1.33
Customer Support,Female,26,Manager,2021-01-10 08:03:05.556036,3,High School,5,9000.0,42,45,14,5,50,18,31,0,2.3
Legal,Female,49,Manager,2019-12-17 08:03:05.556036,4,Master,2,7200.0,46,40,18,10,50,8,8,2,4.61
HR,Male,43,Manager,2018-03-23 08:03:05.556036,6,Bachelor,4,8400.0,49,47,16,4,50,3,47,1,3.51
Finance,Male,26,Manager,2023-11-24 08:03:05.556036,0,High School,2,7200.0,52,15,5,11,0,5,47,2,4.81
Legal,Male,47,Manager,2022-04-25 08:03:05.556036,2,Master,2,7200.0,45,5,10,10,100,1,55,2,2.34
Customer Support,Other,43,Manager,2020-11-28 08:03:05.556036,3,High School,3,7800.0,54,18,18,2,25,12,25,1,4.02
IT,Female,35,Manager,2018-08-20 08:03:05.556036,6,Bachelor,4,8400.0,53,32,10,1,50,18,73,1,2.62
Sales,Male,55,Manager,2020-09-29 08:03:05.556036,3,Bachelor,4,8400.0,40,15,16,1,50,19,90,1,4.29
Finance,Male,56,Manager,2022-04-13 08:03:05.556036,2,Bachelor,2,7200.0,38,28,24,1,100,6,46,1,1.14
Engineering,Male,47,Manager,2022-10-19 08:03:05.556036,1,Bachelor,5,9000.0,34,6,3,5,0,8,26,1,4.29
HR,Male,48,Manager,2022-12-22 08:03:05.556036,1,Bachelor,3,7800.0,34,9,4,11,100,6,79,2,4.06
Legal,Female,54,Manager,2021-10-10 08:03:05.556036,2,Bachelor,2,7200.0,34,6,18,4,0,9,43,2,3.46
IT,Male,31,Manager,2015-08-12 08:03:05.556036,9,High School,1,6600.0,55,30,14,8,50,18,11,2,2.63
Customer Support,Male,43,Manager,2023-01-31 08:03:05.556036,1,High School,5,9000.0,48,40,17,13,25,7,67,0,2.44
Finance,Female,58,Manager,2016-08-30 08:03:05.556036,8,Bachelor,5,9000.0,42,36,15,10,75,3,27,1,2.21
Engineering,Male,30,Manager,2021-11-03 08:03:05.556036,2,Master,4,8400.0,52,24,15,8,75,6,88,2,4.27
Operations,Female,23,Manager,2016-09-27 08:03:05.556036,7,Bachelor,5,9000.0,41,37,6,14,50,18,74,1,3.19
Engineering,Male,32,Manager,2019-01-21 08:03:05.556036,5,High School,1,6600.0,35,8,1,5,50,17,90,1,3.55
IT,Male,33,Manager,2020-05-30 08:03:05.556036,4,PhD,3,7800.0,40,39,7,5,100,7,74,2,4.21
HR,Male,43,Manager,2015-10-17 08:03:05.556036,8,High School,3,7800.0,36,3,29,13,75,9,37,0,3.39
Sales,Male,56,Manager,2016-01-03 08:03:05.556036,8,Bachelor,2,7200.0,53,39,14,8,25,11,71,2,4.74
Legal,Male,43,Manager,2021-05-07 08:03:05.556036,3,High School,5,9000.0,53,0,1,3,25,6,81,1,4.39
Legal,Other,57,Manager,2017-03-13 08:03:05.556036,7,Bachelor,1,6600.0,46,45,22,5,100,6,37,1,3.24
Legal,Male,49,Manager,2014-10-05 08:03:05.556036,9,Master,3,7800.0,49,45,12,2,0,8,61,0,3.51
Finance,Female,24,Manager,2016-01-11 08:03:05.556036,8,Master,2,7200.0,54,24,11,0,50,12,26,1,3.32
Engineering,Female,48,Manager,2024-04-11 08:03:05.556036,0,Bachelor,3,7800.0,59,5,20,1,50,14,56,0,4.68
Customer Support,Male,46,Manager,2019-02-16 08:03:05.556036,5,High School,4,8400.0,46,32,11,5,50,1,57,0,2.49
Operations,Female,54,Manager,2022-12-08 08:03:05.556036,1,High School,2,7200.0,43,36,27,4,25,5,79,0,3.7
HR,Female,46,Manager,2019-04-15 08:03:05.556036,5,Bachelor,1,6600.0,37,39,20,0,25,15,7,2,3.75
Finance,Male,37,Manager,2017-06-12 08:03:05.556036,7,Master,5,9000.0,40,46,2,6,50,11,92,2,1.37
Operations,Male,41,Manager,2022-10-28 08:03:05.556036,1,Master,2,7200.0,35,37,20,8,25,13,2,0,1.89
IT,Female,23,Manager,2017-11-12 08:03:05.556036,6,Bachelor,5,9000.0,55,15,20,4,100,4,69,2,1.88
Sales,Female,31,Manager,2022-04-17 08:03:05.556036,2,Bachelor,1,6600.0,34,36,24,6,50,15,97,2,3.05
Finance,Female,23,Manager,2023-05-30 08:03:05.556036,1,Bachelor,4,8400.0,40,33,21,7,0,9,19,1,3.16
IT,Male,41,Manager,2018-04-29 08:03:05.556036,6,Bachelor,5,9000.0,42,0,15,7,25,12,42,2,1.95
Marketing,Female,56,Manager,2020-10-04 08:03:05.556036,3,High School,4,8400.0,49,21,22,8,100,4,40,0,1.13
HR,Male,29,Manager,2023-09-21 08:03:05.556036,0,Bachelor,3,7800.0,55,15,29,11,50,11,37,2,1.27
Legal,Female,53,Manager,2017-11-16 08:03:05.556036,6,Master,3,7800.0,43,1,18,13,100,18,91,1,3.27
Customer Support,Male,28,Manager,2023-05-17 08:03:05.556036,1,Bachelor,4,8400.0,37,2,8,6,75,10,23,0,1.58
Customer Support,Female,31,Manager,2018-05-10 08:03:05.556036,6,Bachelor,4,8400.0,32,30,2,3,25,19,7,1,2.46
Sales,Female,58,Manager,2019-06-03 08:03:05.556036,5,Bachelor,5,9000.0,47,28,14,12,75,2,20,1,3.6
Sales,Female,41,Manager,2022-06-29 08:03:05.556036,2,Bachelor,1,6600.0,59,9,21,14,75,4,28,2,2.52
Customer Support,Male,40,Manager,2018-03-25 08:03:05.556036,6,Master,1,6600.0,35,18,23,3,0,16,48,0,3.61
Marketing,Female,27,Manager,2021-07-31 08:03:05.556036,3,High School,4,8400.0,31,12,7,1,75,12,18,2,1.52
HR,Female,29,Manager,2016-12-02 08:03:05.556036,7,High School,3,7800.0,60,48,14,6,50,16,21,1,2.19
Operations,Male,30,Manager,2016-07-22 08:03:05.556036,8,Bachelor,3,7800.0,50,33,14,8,50,6,62,0,3.75
Legal,Male,28,Manager,2019-09-07 08:03:05.556036,4,Bachelor,5,9000.0,38,35,4,0,50,10,68,1,2.14
Legal,Female,43,Manager,2020-04-12 08:03:05.556036,4,High School,3,7800.0,46,20,29,14,100,13,14,1,4.53
Finance,Other,26,Manager,2020-11-01 08:03:05.556036,3,Master,2,7200.0,36,0,15,7,100,11,91,2,3.58
Finance,Female,41,Manager,2022-01-31 08:03:05.556036,2,PhD,3,7800.0,45,42,8,13,0,2,96,0,3.44
IT,Female,53,Manager,2023-04-28 08:03:05.556036,1,Bachelor,3,7800.0,42,1,10,4,100,2,70,1,3.18
Finance,Female,52,Manager,2015-01-13 08:03:05.556036,9,Bachelor,1,6600.0,40,44,6,4,0,11,45,0,4.87
HR,Male,29,Manager,2019-08-20 08:03:05.556036,5,Bachelor,3,7800.0,37,28,16,1,75,1,97,1,2.64
Legal,Male,53,Manager,2016-01-21 08:03:05.556036,8,High School,5,9000.0,59,39,10,13,0,15,35,1,2.42
Legal,Male,55,Manager,2023-12-09 08:03:05.556036,0,High School,1,6600.0,30,30,21,4,100,13,73,1,4.83
Engineering,Male,43,Manager,2016-12-20 08:03:05.556036,7,High School,4,8400.0,39,1,13,8,50,2,41,0,1.04
Legal,Female,24,Manager,2021-12-06 08:03:05.556036,2,Master,3,7800.0,41,25,15,3,25,12,98,1,2.49
Finance,Male,42,Manager,2020-07-29 08:03:05.556036,4,Master,1,6600.0,39,29,13,0,25,11,56,1,4.24
Sales,Female,48,Manager,2017-10-05 08:03:05.556036,6,Bachelor,3,7800.0,60,23,18,8,75,14,34,2,3.23
HR,Male,49,Manager,2022-09-27 08:03:05.556036,1,High School,3,7800.0,33,26,24,13,75,10,72,1,1.56
IT,Female,48,Manager,2016-01-05 08:03:05.556036,8,Bachelor,5,9000.0,43,4,15,11,50,5,86,1,1.68
IT,Female,24,Manager,2015-07-29 08:03:05.556036,9,Bachelor,2,7200.0,40,8,22,14,25,5,48,2,3.61
Operations,Female,47,Manager,2022-11-17 08:03:05.556036,1,High School,1,6600.0,38,12,14,0,75,9,74,0,3.43
Customer Support,Male,35,Manager,2021-08-21 08:03:05.556036,3,Bachelor,4,8400.0,55,23,19,12,0,17,3,1,2.94
IT,Male,42,Manager,2016-04-06 08:03:05.556036,8,High School,5,9000.0,32,15,21,7,75,9,90,2,1.83
HR,Male,57,Manager,2021-02-11 08:03:05.556036,3,Bachelor,5,9000.0,60,16,23,5,100,13,99,0,1.43
Sales,Male,57,Manager,2024-05-31 08:03:05.556036,0,Bachelor,5,9000.0,35,37,2,14,0,3,77,2,1.27
Customer Support,Male,40,Manager,2017-11-11 08:03:05.556036,6,Bachelor,1,6600.0,33,45,1,10,50,8,54,2,4.54
IT,Male,41,Manager,2018-01-10 08:03:05.556036,6,High School,5,9000.0,58,24,6,11,25,14,46,0,4.42
Finance,Female,22,Manager,2017-08-04 08:03:05.556036,7,Bachelor,2,7200.0,55,32,18,2,100,8,0,2,3.66
Legal,Female,46,Manager,2017-08-13 08:03:05.556036,7,Bachelor,4,8400.0,42,7,29,13,75,15,17,1,3.21
Sales,Female,28,Manager,2022-10-08 08:03:05.556036,1,PhD,1,6600.0,57,34,22,14,75,15,78,1,4.34
Marketing,Male,57,Manager,2016-06-28 08:03:05.556036,8,Bachelor,4,8400.0,55,20,0,10,25,5,48,0,2.65
Marketing,Female,24,Manager,2020-06-22 08:03:05.556036,4,High School,2,7200.0,54,2,19,1,25,17,24,1,3.4
Operations,Female,33,Manager,2023-06-04 08:03:05.556036,1,Bachelor,3,7800.0,52,33,4,4,50,4,30,2,1.4
Engineering,Male,55,Manager,2018-09-07 08:03:05.556036,5,PhD,5,9000.0,37,11,13,2,50,17,15,1,2.07
Operations,Female,23,Manager,2020-04-28 08:03:05.556036,4,High School,3,7800.0,40,21,1,3,75,3,67,1,2.55
Sales,Male,59,Manager,2020-09-28 08:03:05.556036,3,High School,3,7800.0,60,13,2,10,25,5,72,0,4.99
Engineering,Female,55,Manager,2020-10-01 08:03:05.556036,3,Bachelor,4,8400.0,40,12,14,7,75,3,85,1,2.42
HR,Male,27,Manager,2023-06-04 08:03:05.556036,1,Bachelor,3,7800.0,59,10,11,14,0,12,13,2,3.23
Marketing,Male,34,Manager,2022-06-15 08:03:05.556036,2,Bachelor,4,8400.0,32,38,24,5,25,19,12,0,3.88
Finance,Male,36,Manager,2018-11-10 08:03:05.556036,5,Bachelor,4,8400.0,33,23,10,10,25,9,69,0,1.15
HR,Female,57,Manager,2023-04-12 08:03:05.556036,1,High School,2,7200.0,51,40,12,13,75,7,41,0,3.85
IT,Female,23,Manager,2022-12-19 08:03:05.556036,1,Bachelor,4,8400.0,59,16,20,1,0,10,53,0,2.65
Marketing,Female,47,Manager,2018-07-10 08:03:05.556036,6,High School,4,8400.0,41,17,22,5,50,1,72,2,4.14
Marketing,Female,59,Manager,2018-06-26 08:03:05.556036,6,Bachelor,2,7200.0,53,23,9,0,100,9,90,0,3.74
Operations,Female,27,Manager,2017-02-09 08:03:05.556036,7,Bachelor,5,9000.0,50,0,18,2,75,4,71,2,2.05
Finance,Male,53,Manager,2024-07-27 08:03:05.556036,0,Bachelor,1,6600.0,37,6,9,12,100,12,88,2,4.8
Engineering,Female,51,Manager,2017-02-20 08:03:05.556036,7,PhD,4,8400.0,48,32,29,9,50,9,99,1,3.55
Customer Support,Female,40,Manager,2015-09-23 08:03:05.556036,8,Bachelor,5,9000.0,45,14,28,7,100,13,28,1,4.01
Finance,Female,37,Manager,2019-02-13 08:03:05.556036,5,PhD,5,9000.0,41,22,0,14,100,12,36,2,1.78
